Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	3.105885757	3.497277865	1474.0	1867.1		0.391		3	d	1	ML160994421
1	Spectrogram 1	1	3.105885757	3.497277865	1474.0	1867.1	1636.5	0.391	106.5	3	d	1	ML160994421
2	Waveform 1	1	3.648784487	4.141181010	884.4	1703.3		0.492		3	d	1	ML160994421
2	Spectrogram 1	1	3.648784487	4.141181010	884.4	1703.3	1550.4	0.492	105.0	3	d	1	ML160994421
3	Waveform 1	1	4.160119338	4.728269171	1244.7	1899.8		0.568		3	d	1	ML160994421
3	Spectrogram 1	1	4.160119338	4.728269171	1244.7	1899.8	1722.7	0.568	110.9	3	d	1	ML160994421
4	Waveform 1	1	3.503590641	3.648784487	786.1	1899.8		0.145		NA	cad	1	ML160994421
4	Spectrogram 1	1	3.503590641	3.648784487	786.1	1899.8	1636.5	0.145	80.7	NA	cad	1	ML160994421
5	Waveform 1	1	4.141181010	4.160119338	884.4	1965.3		0.019		NA	cad	1	ML160994421
5	Spectrogram 1	1	4.141181010	4.160119338	884.4	1965.3	947.5	0.019	74.9	NA	cad	1	ML160994421
6	Waveform 1	1	3.112198533	4.728269171	786.1	1965.3		1.616		3	t	1	ML160994421
6	Spectrogram 1	1	3.112198533	4.728269171	786.1	1965.3	1722.7	1.616	110.9	3	t	1	ML160994421
7	Waveform 1	1	45.116875366	45.634522992	1048.2	1867.1		0.518		3	d	2	ML160994421
7	Spectrogram 1	1	45.116875366	45.634522992	1048.2	1867.1	1636.5	0.518	108.2	3	d	2	ML160994421
8	Waveform 1	1	45.703963527	46.120606738	917.2	1736.1		0.417		3	d	2	ML160994421
8	Spectrogram 1	1	45.703963527	46.120606738	917.2	1736.1	1550.4	0.417	110.0	3	d	2	ML160994421
9	Waveform 1	1	46.221611153	46.650879916	1179.2	1867.1		0.429		3	d	2	ML160994421
9	Spectrogram 1	1	46.221611153	46.650879916	1179.2	1867.1	1722.7	0.429	114.4	3	d	2	ML160994421
10	Waveform 1	1	45.116875366	46.650879916	917.2	1867.1		1.534		3	t	2	ML160994421
10	Spectrogram 1	1	45.116875366	46.650879916	917.2	1867.1	1722.7	1.534	114.4	3	t	2	ML160994421
11	Waveform 1	1	45.634522992	45.703963527	917.2	1834.3		0.069		NA	cad	2	ML160994421
11	Spectrogram 1	1	45.634522992	45.703963527	917.2	1834.3	1292.0	0.069	75.4	NA	cad	2	ML160994421
12	Waveform 1	1	46.133232290	46.221611153	917.2	1899.8		0.088		NA	cad	2	ML160994421
12	Spectrogram 1	1	46.133232290	46.221611153	917.2	1899.8	1464.3	0.088	85.1	NA	cad	2	ML160994421
13	Waveform 1	1	71.335178749	71.758134737	1264.2	1843.6		0.423		3	d	3	ML160994421
13	Spectrogram 1	1	71.335178749	71.758134737	1264.2	1843.6	1636.5	0.423	108.8	3	d	3	ML160994421
14	Waveform 1	1	71.897015807	72.301033467	1053.5	1738.3		0.404		3	d	3	ML160994421
14	Spectrogram 1	1	71.897015807	72.301033467	1053.5	1738.3	1550.4	0.404	110.7	3	d	3	ML160994421
15	Waveform 1	1	72.414663433	72.755553334	1106.2	1896.3		0.341		3	d	3	ML160994421
15	Spectrogram 1	1	72.414663433	72.755553334	1106.2	1896.3	1722.7	0.341	116.7	3	d	3	ML160994421
16	Waveform 1	1	71.335178749	72.755553334	1053.5	1896.3		1.420		3	t	3	ML160994421
16	Spectrogram 1	1	71.335178749	72.755553334	1053.5	1896.3	1722.7	1.420	116.7	3	t	3	ML160994421
17	Waveform 1	1	71.770760289	71.903328583	1053.5	1896.3		0.133		NA	cad	3	ML160994421
17	Spectrogram 1	1	71.770760289	71.903328583	1053.5	1896.3	1636.5	0.133	88.1	NA	cad	3	ML160994421
18	Waveform 1	1	72.313659019	72.414663433	1053.5	1896.3		0.101		NA	cad	3	ML160994421
18	Spectrogram 1	1	72.313659019	72.414663433	1053.5	1896.3	1464.3	0.101	88.0	NA	cad	3	ML160994421
