Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	5.972238234	6.451278094	1513.8	1918.7		0.479		3	d	1	ML87782381
1	Spectrogram 1	1	5.972238234	6.451278094	1513.8	1918.7	1722.7	0.479	99.5	3	d	1	ML87782381
2	Waveform 1	1	6.510418818	7.078169763	1311.3	1716.3		0.568		3	d	1	ML87782381
2	Spectrogram 1	1	6.510418818	7.078169763	1311.3	1716.3	1550.4	0.568	104.2	3	d	1	ML87782381
3	Waveform 1	1	7.137310487	7.580865913	1412.5	1868.1		0.444		3	d	1	ML87782381
3	Spectrogram 1	1	7.137310487	7.580865913	1412.5	1868.1	1636.5	0.444	111.4	3	d	1	ML87782381
4	Waveform 1	1	5.972238234	7.580865913	1311.3	1918.7		1.609		3	t	1	ML87782381
4	Spectrogram 1	1	5.972238234	7.580865913	1311.3	1918.7	1636.5	1.609	111.4	3	t	1	ML87782381
5	Waveform 1	1	6.451278094	6.504504745	1311.3	1918.7		0.053		NA	cad	1	ML87782381
5	Spectrogram 1	1	6.451278094	6.504504745	1311.3	1918.7	1636.5	0.053	80.7	NA	cad	1	ML87782381
6	Waveform 1	1	7.084083836	7.131396414	1311.3	1918.7		0.047		NA	cad	1	ML87782381
6	Spectrogram 1	1	7.084083836	7.131396414	1311.3	1918.7	1464.3	0.047	84.7	NA	cad	1	ML87782381
7	Waveform 1	1	16.856404237	17.317701880	1489.0	1800.6		0.461		3	d	2	ML87782381
7	Spectrogram 1	1	16.856404237	17.317701880	1489.0	1800.6	1636.5	0.461	100.9	3	d	2	ML87782381
8	Waveform 1	1	17.353186314	17.968249838	1280.9	1670.7		0.615		3	d	2	ML87782381
8	Spectrogram 1	1	17.353186314	17.968249838	1280.9	1670.7	1550.4	0.615	103.2	3	d	2	ML87782381
9	Waveform 1	1	17.985992056	18.488688205	1427.1	1816.9		0.503		3	d	2	ML87782381
9	Spectrogram 1	1	17.985992056	18.488688205	1427.1	1816.9	1636.5	0.503	108.1	3	d	2	ML87782381
10	Waveform 1	1	16.850490165	18.488688205	1277.4	1806.5		1.638		3	t	2	ML87782381
10	Spectrogram 1	1	16.850490165	18.488688205	1277.4	1806.5	1636.5	1.638	108.1	3	t	2	ML87782381
11	Waveform 1	1	17.317701880	17.353186314	1242.1	1806.5		0.035		NA	cad	2	ML87782381
11	Spectrogram 1	1	17.317701880	17.353186314	1242.1	1806.5	1464.3	0.035	80.5	NA	cad	2	ML87782381
12	Waveform 1	1	17.968249838	17.991906128	1242.1	1806.5		0.024		NA	cad	2	ML87782381
12	Spectrogram 1	1	17.968249838	17.991906128	1242.1	1806.5	1464.3	0.024	82.0	NA	cad	2	ML87782381
13	Waveform 1	1	29.622415073	30.089626789	1449.8	1796.8		0.467		3	d	3	ML87782381
13	Spectrogram 1	1	29.622415073	30.089626789	1449.8	1796.8	1636.5	0.467	102.3	3	d	3	ML87782381
14	Waveform 1	1	30.154681585	30.568666649	1426.6	1704.2		0.414		3	d	3	ML87782381
14	Spectrogram 1	1	30.154681585	30.568666649	1426.6	1704.2	1550.4	0.414	104.0	3	d	3	ML87782381
15	Waveform 1	1	30.793401398	31.313839765	1496.0	1773.6		0.520		3	d	3	ML87782381
15	Spectrogram 1	1	30.793401398	31.313839765	1496.0	1773.6	1636.5	0.520	110.4	3	d	3	ML87782381
16	Waveform 1	1	29.622415073	31.325667910	1449.8	1796.8		1.703		3	t	3	ML87782381
16	Spectrogram 1	1	29.622415073	31.325667910	1449.8	1796.8	1636.5	1.703	110.4	3	t	3	ML87782381
17	Waveform 1	1	30.089626789	30.148767512	1449.8	1796.8		0.059		NA	cad	3	ML87782381
17	Spectrogram 1	1	30.089626789	30.148767512	1449.8	1796.8	1636.5	0.059	83.6	NA	cad	3	ML87782381
18	Waveform 1	1	30.568666649	30.787487326	1472.9	1796.8		0.219		NA	cad	3	ML87782381
18	Spectrogram 1	1	30.568666649	30.787487326	1472.9	1796.8	1550.4	0.219	92.2	NA	cad	3	ML87782381
