Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	67.061819057	67.061819057	21850.5	22050.0	0.0000						
1	Spectrogram 1	1	67.061819057	67.061819057	21850.5	22050.0	0.0000	21963.867	-120.56				
2	Waveform 1	1	3.377605160	3.460808410	1693.9	1959.2	0.0832			4	a	1	XC572620
2	Spectrogram 1	1	3.377605160	3.460808410	1693.9	1959.2	0.0832	1808.789	-55.50	4	a	1	XC572620
3	Waveform 1	1	3.731218970	4.079632577	1489.8	1979.6	0.3484			4	d	1	XC572620
3	Spectrogram 1	1	3.731218970	4.079632577	1489.8	1979.6	0.3484	1722.656	-36.74	4	d	1	XC572620
4	Waveform 1	1	4.287640701	4.771259588	1387.7	1714.3	0.4836			4	d	1	XC572620
4	Spectrogram 1	1	4.287640701	4.771259588	1387.7	1714.3	0.4836	1464.258	-37.64	4	d	1	XC572620
5	Waveform 1	1	4.854462838	5.260078679	1428.6	1979.6	0.4056			4	d	1	XC572620
5	Spectrogram 1	1	4.854462838	5.260078679	1428.6	1979.6	0.4056	1636.523	-32.63	4	d	1	XC572620
6	Waveform 1	1	3.382805363	5.265278882	1408.2	2000.0	1.8825			4	t	1	XC572620
6	Spectrogram 1	1	3.382805363	5.265278882	1408.2	2000.0	1.8825	1636.523	-32.63	4	t	1	XC572620
7	Waveform 1	1	3.460808410	3.710418158	1469.4	1959.2	0.2496			NA	cad	1	XC572620
7	Spectrogram 1	1	3.460808410	3.710418158	1469.4	1959.2	0.2496	1808.789	-66.34	NA	cad	1	XC572620
8	Waveform 1	1	4.079632577	4.277240295	1408.2	1938.8	0.1976			NA	cad	1	XC572620
8	Spectrogram 1	1	4.079632577	4.277240295	1408.2	1938.8	0.1976	1808.789	-54.82	NA	cad	1	XC572620
9	Waveform 1	1	4.766059385	4.854462838	1367.3	2061.2	0.0884			NA	cad	1	XC572620
9	Spectrogram 1	1	4.766059385	4.854462838	1367.3	2061.2	0.0884	1550.391	-56.31	NA	cad	1	XC572620
10	Waveform 1	1	13.153197330	13.236400580	1673.5	1959.2	0.0832			4	a	2	XC572620
10	Spectrogram 1	1	13.153197330	13.236400580	1673.5	1959.2	0.0832	1808.789	-51.43	4	a	2	XC572620
11	Waveform 1	1	13.506811141	13.964429013	1510.2	1836.7	0.4576			4	d	2	XC572620
11	Spectrogram 1	1	13.506811141	13.964429013	1510.2	1836.7	0.4576	1722.656	-34.78	4	d	2	XC572620
12	Waveform 1	1	14.068433074	14.520850743	1326.5	1693.9	0.4524			4	d	2	XC572620
12	Spectrogram 1	1	14.068433074	14.520850743	1326.5	1693.9	0.4524	1550.391	-35.98	4	d	2	XC572620
13	Waveform 1	1	14.619654602	15.004469631	1428.6	1959.2	0.3848			4	d	2	XC572620
13	Spectrogram 1	1	14.619654602	15.004469631	1428.6	1959.2	0.3848	1636.523	-32.20	4	d	2	XC572620
14	Waveform 1	1	13.147997127	14.999269428	1346.9	1979.6	1.8513			4	t	2	XC572620
14	Spectrogram 1	1	13.147997127	14.999269428	1346.9	1979.6	1.8513	1636.523	-32.20	4	t	2	XC572620
15	Waveform 1	1	13.241600783	13.506811141	1367.3	1918.4	0.2652			NA	cad	2	XC572620
15	Spectrogram 1	1	13.241600783	13.506811141	1367.3	1918.4	0.2652	1464.258	-63.26	NA	cad	2	XC572620
16	Waveform 1	1	13.964429013	14.063232871	1367.3	1877.5	0.0988			NA	cad	2	XC572620
16	Spectrogram 1	1	13.964429013	14.063232871	1367.3	1877.5	0.0988	1550.391	-51.91	NA	cad	2	XC572620
17	Waveform 1	1	14.520850743	14.614454399	1428.6	1959.2	0.0936			NA	cad	2	XC572620
17	Spectrogram 1	1	14.520850743	14.614454399	1428.6	1959.2	0.0936	1550.391	-51.31	NA	cad	2	XC572620
18	Waveform 1	1	22.888090306	22.960893150	1591.8	2040.8	0.0728			4	a	3	XC572620
18	Spectrogram 1	1	22.888090306	22.960893150	1591.8	2040.8	0.0728	1808.789	-58.53	4	a	3	XC572620
19	Waveform 1	1	23.236503913	23.657720364	1489.8	1857.1	0.4212			4	d	3	XC572620
19	Spectrogram 1	1	23.236503913	23.657720364	1489.8	1857.1	0.4212	1722.656	-39.26	4	d	3	XC572620
20	Waveform 1	1	23.756524222	24.193341282	1306.1	1693.9	0.4368			4	d	3	XC572620
20	Spectrogram 1	1	23.756524222	24.193341282	1306.1	1693.9	0.4368	1550.391	-33.80	4	d	3	XC572620
21	Waveform 1	1	24.344147172	24.770563825	1367.3	1795.9	0.4264			4	d	3	XC572620
21	Spectrogram 1	1	24.344147172	24.770563825	1367.3	1795.9	0.4264	1636.523	-31.58	4	d	3	XC572620
22	Waveform 1	1	22.893290509	24.760163419	1306.1	2020.4	1.8669			4	t	3	XC572620
22	Spectrogram 1	1	22.893290509	24.760163419	1306.1	2020.4	1.8669	1636.523	-31.58	4	t	3	XC572620
23	Waveform 1	1	22.966093353	23.236503913	1326.5	2000.0	0.2704			NA	cad	3	XC572620
23	Spectrogram 1	1	22.966093353	23.236503913	1326.5	2000.0	0.2704	1636.523	-58.11	NA	cad	3	XC572620
24	Waveform 1	1	23.657720364	23.756524222	1265.3	1979.6	0.0988			NA	cad	3	XC572620
24	Spectrogram 1	1	23.657720364	23.756524222	1265.3	1979.6	0.0988	1722.656	-63.14	NA	cad	3	XC572620
25	Waveform 1	1	24.193341282	24.333746766	1265.3	1857.1	0.1404			NA	cad	3	XC572620
25	Spectrogram 1	1	24.193341282	24.333746766	1265.3	1857.1	0.1404	1464.258	-50.08	NA	cad	3	XC572620
