Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.633986260	3.077279734	1362.9	1799.0		0.443		3	d	1	ML176085171
1	Spectrogram 1	1	2.633986260	3.077279734	1362.9	1799.0	1636.5	0.443	115.0	3	d	1	ML176085171
2	Waveform 1	1	3.213316885	3.574518975	1253.9	1690.0		0.361		3	d	1	ML176085171
2	Spectrogram 1	1	3.213316885	3.574518975	1253.9	1690.0	1464.3	0.361	116.5	3	d	1	ML176085171
3	Waveform 1	1	3.726974403	4.008430577	1144.8	1908.1		0.281		3	d	1	ML176085171
3	Spectrogram 1	1	3.726974403	4.008430577	1144.8	1908.1	1722.7	0.281	122.7	3	d	1	ML176085171
4	Waveform 1	1	2.636331728	4.006085109	1144.8	1908.1		1.370		3	t	1	ML176085171
4	Spectrogram 1	1	2.636331728	4.006085109	1144.8	1908.1	1722.7	1.370	122.7	3	t	1	ML176085171
5	Waveform 1	1	3.079625202	3.210971417	1144.8	1908.1		0.131		NA	cad	1	ML176085171
5	Spectrogram 1	1	3.079625202	3.210971417	1144.8	1908.1	1205.9	0.131	89.7	NA	cad	1	ML176085171
6	Waveform 1	1	3.579209911	3.726974403	1144.8	1908.1		0.148		NA	cad	1	ML176085171
6	Spectrogram 1	1	3.579209911	3.726974403	1144.8	1908.1	1464.3	0.148	93.6	NA	cad	1	ML176085171
7	Waveform 1	1	44.252119018	44.313101189	799.6	1899.0		0.061		4	a	2	ML176085171
7	Spectrogram 1	1	44.252119018	44.313101189	799.6	1899.0	1550.4	0.061	94.8	4	a	2	ML176085171
8	Waveform 1	1	44.561720810	44.993286944	899.5	1799.0		0.432		4	d	2	ML176085171
8	Spectrogram 1	1	44.561720810	44.993286944	899.5	1799.0	1722.7	0.432	119.1	4	d	2	ML176085171
9	Waveform 1	1	45.143396903	45.499908057	899.5	1799.0		0.357		4	d	2	ML176085171
9	Spectrogram 1	1	45.143396903	45.499908057	899.5	1799.0	1550.4	0.357	119.3	4	d	2	ML176085171
10	Waveform 1	1	45.651022661	45.937169771	1099.4	1899.0		0.286		4	d	2	ML176085171
10	Spectrogram 1	1	45.651022661	45.937169771	1099.4	1899.0	1722.7	0.286	124.9	4	d	2	ML176085171
11	Waveform 1	1	44.253701822	45.940093399	699.6	1899.0		1.686		4	t	2	ML176085171
11	Spectrogram 1	1	44.253701822	45.940093399	699.6	1899.0	1722.7	1.686	124.9	4	t	2	ML176085171
12	Waveform 1	1	44.317029461	44.563303614	399.8	1599.1		0.246		NA	cad	2	ML176085171
12	Spectrogram 1	1	44.317029461	44.563303614	399.8	1599.1	430.7	0.246	94.9	NA	cad	2	ML176085171
13	Waveform 1	1	44.994869747	45.144979707	699.6	1899.0		0.150		NA	cad	2	ML176085171
13	Spectrogram 1	1	44.994869747	45.144979707	699.6	1899.0	1636.5	0.150	89.8	NA	cad	2	ML176085171
14	Waveform 1	1	45.506181797	45.651600820	699.6	1899.0		0.145		NA	cad	2	ML176085171
14	Spectrogram 1	1	45.506181797	45.651600820	699.6	1899.0	1464.3	0.145	99.0	NA	cad	2	ML176085171
15	Waveform 1	1	78.219405680	78.620480728	1327.0	1879.9		0.401		3	d	3	ML176085171
15	Spectrogram 1	1	78.219405680	78.620480728	1327.0	1879.9	1636.5	0.401	117.9	3	d	3	ML176085171
16	Waveform 1	1	78.805772709	79.164629331	1161.1	1658.7		0.359		3	d	3	ML176085171
16	Spectrogram 1	1	78.805772709	79.164629331	1161.1	1658.7	1464.3	0.359	117.9	3	d	3	ML176085171
17	Waveform 1	1	79.319430227	79.600886401	1216.4	1824.6		0.281		3	d	3	ML176085171
17	Spectrogram 1	1	79.319430227	79.600886401	1216.4	1824.6	1636.5	0.281	123.5	3	d	3	ML176085171
18	Waveform 1	1	78.219405680	79.598540933	981.9	1700.6		1.379		3	t	3	ML176085171
18	Spectrogram 1	1	78.219405680	79.598540933	981.9	1700.6	1636.5	1.379	123.5	3	t	3	ML176085171
19	Waveform 1	1	78.622826196	78.805772709	1161.1	1879.9		0.183		NA	cad	3	ML176085171
19	Spectrogram 1	1	78.622826196	78.805772709	1161.1	1879.9	1636.5	0.183	94.7	NA	cad	3	ML176085171
20	Waveform 1	1	79.166974799	79.319430227	1161.1	1879.9		0.152		NA	cad	3	ML176085171
20	Spectrogram 1	1	79.166974799	79.319430227	1161.1	1879.9	1464.3	0.152	100.2	NA	cad	3	ML176085171
