Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	71.347179933	71.457157866	1506.3	1858.9		0.110		4	a	1	ML394579371
1	Spectrogram 1	1	71.347179933	71.457157866	1506.3	1858.9	1722.7	0.110	79.3	4	a	1	ML394579371
2	Waveform 1	1	71.670644441	72.155841202	1538.4	1890.9		0.485		4	d	1	ML394579371
2	Spectrogram 1	1	71.670644441	72.155841202	1538.4	1890.9	1722.7	0.485	110.6	4	d	1	ML394579371
3	Waveform 1	1	72.259349844	72.744546606	1346.1	1730.7		0.485		4	d	1	ML394579371
3	Spectrogram 1	1	72.259349844	72.744546606	1346.1	1730.7	1550.4	0.485	120.9	4	d	1	ML394579371
4	Waveform 1	1	72.848055248	73.197396916	1282.0	1858.9		0.349		4	d	1	ML394579371
4	Spectrogram 1	1	72.848055248	73.197396916	1282.0	1858.9	1550.4	0.349	120.2	4	d	1	ML394579371
5	Waveform 1	1	71.347179933	73.197396916	1089.7	1890.9		1.850		4	t	1	ML394579371
5	Spectrogram 1	1	71.347179933	73.197396916	1089.7	1890.9	1550.4	1.850	120.9	4	t	1	ML394579371
6	Waveform 1	1	71.457157866	71.670644441	1089.7	1890.9		0.213		NA	cad	1	ML394579371
6	Spectrogram 1	1	71.457157866	71.670644441	1089.7	1890.9	1722.7	0.213	72.3	NA	cad	1	ML394579371
7	Waveform 1	1	72.155841202	72.259349844	1089.7	1890.9		0.104		NA	cad	1	ML394579371
7	Spectrogram 1	1	72.155841202	72.259349844	1089.7	1890.9	1722.7	0.104	93.4	NA	cad	1	ML394579371
8	Waveform 1	1	72.744546606	72.841585958	1089.7	1890.9		0.097		NA	cad	1	ML394579371
8	Spectrogram 1	1	72.744546606	72.841585958	1089.7	1890.9	1550.4	0.097	92.8	NA	cad	1	ML394579371
9	Waveform 1	1	3.194230437	3.271861919	1415.4	1862.3		0.078		4	a	2	ML394579371
9	Spectrogram 1	1	3.194230437	3.271861919	1415.4	1862.3	1722.7	0.078	88.1	4	a	2	ML394579371
10	Waveform 1	1	3.491817784	4.002891706	1340.9	2011.3		0.511		4	d	2	ML394579371
10	Spectrogram 1	1	3.491817784	4.002891706	1340.9	2011.3	1722.7	0.511	122.2	4	d	2	ML394579371
11	Waveform 1	1	4.080523187	4.559250659	1191.9	1862.3		0.479		4	d	2	ML394579371
11	Spectrogram 1	1	4.080523187	4.559250659	1191.9	1862.3	1636.5	0.479	124.0	4	d	2	ML394579371
12	Waveform 1	1	4.662759301	5.018570259	744.9	1862.3		0.356		4	d	2	ML394579371
12	Spectrogram 1	1	4.662759301	5.018570259	744.9	1862.3	1722.7	0.356	126.6	4	d	2	ML394579371
13	Waveform 1	1	3.187761147	5.025039549	744.9	2011.3		1.837		4	t	2	ML394579371
13	Spectrogram 1	1	3.187761147	5.025039549	744.9	2011.3	1722.7	1.837	126.6	4	t	2	ML394579371
14	Waveform 1	1	3.271861919	3.491817784	819.4	2011.3		0.220		NA	cad	2	ML394579371
14	Spectrogram 1	1	3.271861919	3.491817784	819.4	2011.3	1722.7	0.220	72.7	NA	cad	2	ML394579371
15	Waveform 1	1	4.009360996	4.074053897	744.9	2011.3		0.065		NA	cad	2	ML394579371
15	Spectrogram 1	1	4.009360996	4.074053897	744.9	2011.3	1722.7	0.065	87.1	NA	cad	2	ML394579371
16	Waveform 1	1	4.572189239	4.656290011	595.9	1862.3		0.084		NA	cad	2	ML394579371
16	Spectrogram 1	1	4.572189239	4.656290011	595.9	1862.3	1550.4	0.084	95.0	NA	cad	2	ML394579371
17	Waveform 1	1	46.458326430	46.574773653	1415.4	1923.0		0.116		4	a	3	ML394579371
17	Spectrogram 1	1	46.458326430	46.574773653	1415.4	1923.0	1808.8	0.116	84.6	4	a	3	ML394579371
18	Waveform 1	1	46.762383067	47.292864860	1538.4	1820.4		0.530		4	d	3	ML394579371
18	Spectrogram 1	1	46.762383067	47.292864860	1538.4	1820.4	1722.7	0.530	112.7	4	d	3	ML394579371
19	Waveform 1	1	47.364027051	47.823346652	871.7	1769.1		0.459		4	d	3	ML394579371
19	Spectrogram 1	1	47.364027051	47.823346652	871.7	1769.1	1636.5	0.459	116.8	4	d	3	ML394579371
20	Waveform 1	1	47.939793875	48.386174895	1307.6	1846.0		0.446		4	d	3	ML394579371
20	Spectrogram 1	1	47.939793875	48.386174895	1307.6	1846.0	1636.5	0.446	118.9	4	d	3	ML394579371
21	Waveform 1	1	46.458326430	48.386174895	839.7	1898.3		1.928		4	t	3	ML394579371
21	Spectrogram 1	1	46.458326430	48.386174895	839.7	1898.3	1636.5	1.928	118.9	4	t	3	ML394579371
22	Waveform 1	1	46.574773653	46.755913777	839.7	1898.3		0.181		NA	cad	3	ML394579371
22	Spectrogram 1	1	46.574773653	46.755913777	839.7	1898.3	1808.8	0.181	64.3	NA	cad	3	ML394579371
23	Waveform 1	1	47.299334150	47.364027051	839.7	1898.3		0.065		NA	cad	3	ML394579371
23	Spectrogram 1	1	47.299334150	47.364027051	839.7	1898.3	1722.7	0.065	89.9	NA	cad	3	ML394579371
24	Waveform 1	1	47.836285232	47.939793875	679.9	1738.6		0.104		NA	cad	3	ML394579371
24	Spectrogram 1	1	47.836285232	47.939793875	679.9	1738.6	1550.4	0.104	93.0	NA	cad	3	ML394579371
