Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	3.094322337	3.272218918	1308.0	1700.4		0.178		3	d	1	ML176342261
1	Spectrogram 1	1	3.094322337	3.272218918	1308.0	1700.4	1550.4	0.178	114.6	3	d	1	ML176342261
2	Waveform 1	1	3.396207443	3.784345437	1098.7	1595.8		0.388		3	d	1	ML176342261
2	Spectrogram 1	1	3.396207443	3.784345437	1098.7	1595.8	1464.3	0.388	114.0	3	d	1	ML176342261
3	Waveform 1	1	3.919115573	4.247954707	1281.9	1674.3		0.329		3	d	1	ML176342261
3	Spectrogram 1	1	3.919115573	4.247954707	1281.9	1674.3	1550.4	0.329	119.9	3	d	1	ML176342261
4	Waveform 1	1	3.094322337	4.247954707	1098.7	1700.4		1.154		3	t	1	ML176342261
4	Spectrogram 1	1	3.094322337	4.247954707	1098.7	1700.4	1550.4	1.154	119.9	3	t	1	ML176342261
5	Waveform 1	1	3.272218918	3.396207443	1098.7	1700.4		0.124		NA	cad	1	ML176342261
5	Spectrogram 1	1	3.272218918	3.396207443	1098.7	1700.4	1550.4	0.124	93.6	NA	cad	1	ML176342261
6	Waveform 1	1	3.789736242	3.919115573	1098.7	1700.4		0.129		NA	cad	1	ML176342261
6	Spectrogram 1	1	3.789736242	3.919115573	1098.7	1700.4	1464.3	0.129	98.4	NA	cad	1	ML176342261
7	Waveform 1	1	56.750688439	56.820768910	1151.1	1752.8		0.070		4	a	2	ML176342261
7	Spectrogram 1	1	56.750688439	56.820768910	1151.1	1752.8	1636.5	0.070	103.8	4	a	2	ML176342261
8	Waveform 1	1	57.063355156	57.429929927	1203.4	1778.9		0.367		4	d	2	ML176342261
8	Spectrogram 1	1	57.063355156	57.429929927	1203.4	1778.9	1550.4	0.367	123.0	4	d	2	ML176342261
9	Waveform 1	1	57.580872481	57.979792085	1017.5	1514.6		0.399		4	d	2	ML176342261
9	Spectrogram 1	1	57.580872481	57.979792085	1017.5	1514.6	1464.3	0.399	124.0	4	d	2	ML176342261
10	Waveform 1	1	58.114562222	58.508091021	915.6	1700.4		0.394		4	d	2	ML176342261
10	Spectrogram 1	1	58.114562222	58.508091021	915.6	1700.4	1550.4	0.394	128.4	4	d	2	ML176342261
11	Waveform 1	1	56.750688439	58.508091021	915.6	1778.9		1.757		4	t	2	ML176342261
11	Spectrogram 1	1	56.750688439	58.508091021	915.6	1778.9	1550.4	1.757	128.4	4	t	2	ML176342261
12	Waveform 1	1	56.831550521	57.063355156	915.6	1778.9		0.232		NA	cad	2	ML176342261
12	Spectrogram 1	1	56.831550521	57.063355156	915.6	1778.9	1550.4	0.232	91.7	NA	cad	2	ML176342261
13	Waveform 1	1	57.435320733	57.580872481	915.6	1778.9		0.146		NA	cad	2	ML176342261
13	Spectrogram 1	1	57.435320733	57.580872481	915.6	1778.9	1550.4	0.146	97.6	NA	cad	2	ML176342261
14	Waveform 1	1	57.990573696	58.114562222	915.6	1778.9		0.124		NA	cad	2	ML176342261
14	Spectrogram 1	1	57.990573696	58.114562222	915.6	1778.9	1464.3	0.124	104.2	NA	cad	2	ML176342261
15	Waveform 1	1	35.374359848	35.465844850	1219.1	1749.2		0.091		4	a	3	ML176342261
15	Spectrogram 1	1	35.374359848	35.465844850	1219.1	1749.2	1636.5	0.091	105.7	4	a	3	ML176342261
16	Waveform 1	1	35.702181106	36.136734868	1245.6	1802.2		0.435		4	d	3	ML176342261
16	Spectrogram 1	1	35.702181106	36.136734868	1245.6	1802.2	1550.4	0.435	121.3	4	d	3	ML176342261
17	Waveform 1	1	36.235843620	36.670397382	1007.1	1616.6		0.435		4	d	3	ML176342261
17	Spectrogram 1	1	36.235843620	36.670397382	1007.1	1616.6	1464.3	0.435	118.6	4	d	3	ML176342261
18	Waveform 1	1	36.754258634	37.082079893	1272.1	1669.7		0.328		4	d	3	ML176342261
18	Spectrogram 1	1	36.754258634	37.082079893	1272.1	1669.7	1550.4	0.328	125.7	4	d	3	ML176342261
19	Waveform 1	1	35.374359848	37.082079893	962.6	1757.7		1.708		4	t	3	ML176342261
19	Spectrogram 1	1	35.374359848	37.082079893	962.6	1757.7	1550.4	1.708	125.7	4	t	3	ML176342261
20	Waveform 1	1	35.473468600	35.702181106	1007.1	1802.2		0.229		NA	cad	3	ML176342261
20	Spectrogram 1	1	35.473468600	35.702181106	1007.1	1802.2	1550.4	0.229	96.4	NA	cad	3	ML176342261
21	Waveform 1	1	36.136734868	36.235843620	1007.1	1802.2		0.099		NA	cad	3	ML176342261
21	Spectrogram 1	1	36.136734868	36.235843620	1007.1	1802.2	1464.3	0.099	99.3	NA	cad	3	ML176342261
22	Waveform 1	1	36.678021132	36.746634884	1007.1	1775.7		0.069		NA	cad	3	ML176342261
22	Spectrogram 1	1	36.678021132	36.746634884	1007.1	1775.7	1636.5	0.069	88.3	NA	cad	3	ML176342261
