Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	total elementos	tipo de nota	canto	nombre archivo
9	Waveform 1	1	13.287125806	13.448832897	1181.9	1788.0	0.1617						
9	Spectrogram 1	1	13.287125806	13.448832897	1181.9	1788.0	0.1617	1593.750	-42.67				
1	Waveform 1	1	0.986413252	1.106076498	1091.0	1878.9	0.1197			4	a	1	XC312397
1	Spectrogram 1	1	0.986413252	1.106076498	1091.0	1878.9	0.1197	1593.750	-46.02	4	a	1	XC312397
17	Waveform 1	1	26.094079615	26.204040437	1151.6	1848.6	0.1100			4	a	3	XC312397
17	Spectrogram 1	1	26.094079615	26.204040437	1151.6	1848.6	0.1100	1593.750	-43.81	4	a	3	XC312397
6	Waveform 1	1	1.106774606	1.304057256	1212.2	1878.9	0.1973			NA	cad	1	XC312397
6	Spectrogram 1	1	1.106774606	1.304057256	1212.2	1878.9	0.1973	1406.250	-49.03	NA	cad	1	XC312397
7	Waveform 1	1	1.866797931	1.889436923	1091.0	1848.6	0.0226			NA	cad	1	XC312397
7	Spectrogram 1	1	1.866797931	1.889436923	1091.0	1848.6	0.0226	1312.500	-42.59	NA	cad	1	XC312397
14	Waveform 1	1	13.445402691	13.594173214	1151.6	1818.3	0.1488			NA	cad	2	XC312397
14	Spectrogram 1	1	13.445402691	13.594173214	1151.6	1818.3	0.1488	1218.750	-55.35	NA	cad	2	XC312397
15	Waveform 1	1	14.059889635	14.163382173	1181.9	1878.9	0.1035			NA	cad	2	XC312397
15	Spectrogram 1	1	14.059889635	14.163382173	1181.9	1878.9	0.1035	1687.500	-45.31	NA	cad	2	XC312397
16	Waveform 1	1	14.622630310	14.684079004	1181.9	1878.9	0.0614			NA	cad	2	XC312397
16	Spectrogram 1	1	14.622630310	14.684079004	1181.9	1878.9	0.0614	1500.000	-44.85	NA	cad	2	XC312397
22	Waveform 1	1	26.194338011	26.401323087	1181.9	1909.2	0.2070			NA	cad	3	XC312397
22	Spectrogram 1	1	26.194338011	26.401323087	1181.9	1909.2	0.2070	1593.750	-48.72	NA	cad	3	XC312397
23	Waveform 1	1	26.860571224	26.970532045	1181.9	1969.8	0.1100			NA	cad	3	XC312397
23	Spectrogram 1	1	26.860571224	26.970532045	1181.9	1969.8	0.1100	1781.250	-48.77	NA	cad	3	XC312397
2	Waveform 1	1	1.307291398	1.866797931	1363.7	1909.2	0.5595			4	d	1	XC312397
2	Spectrogram 1	1	1.307291398	1.866797931	1363.7	1909.2	0.5595	1781.250	-26.64	4	d	1	XC312397
3	Waveform 1	1	1.886202782	2.387494762	1181.9	1788.0	0.5013			4	d	1	XC312397
3	Spectrogram 1	1	1.886202782	2.387494762	1181.9	1788.0	0.5013	1500.000	-17.08	4	d	1	XC312397
4	Waveform 1	1	2.425912307	3.027462684	1121.3	1878.9	0.6016			4	d	1	XC312397
4	Spectrogram 1	1	2.425912307	3.027462684	1121.3	1878.9	0.6016	1687.500	-17.91	4	d	1	XC312397
10	Waveform 1	1	13.590939073	14.053421351	1333.4	1909.2	0.4625			4	d	2	XC312397
10	Spectrogram 1	1	13.590939073	14.053421351	1333.4	1909.2	0.4625	1687.500	-24.72	4	d	2	XC312397
11	Waveform 1	1	14.160148031	14.619396168	1181.9	1848.6	0.4592			4	d	2	XC312397
11	Spectrogram 1	1	14.160148031	14.619396168	1181.9	1848.6	0.4592	1593.750	-15.08	4	d	2	XC312397
12	Waveform 1	1	14.680844862	15.311502515	1121.3	1969.8	0.6307			4	d	2	XC312397
12	Spectrogram 1	1	14.680844862	15.311502515	1121.3	1969.8	0.6307	1687.500	-16.17	4	d	2	XC312397
18	Waveform 1	1	26.398088945	26.854102940	1242.5	1969.8	0.4560			4	d	3	XC312397
18	Spectrogram 1	1	26.398088945	26.854102940	1242.5	1969.8	0.4560	1781.250	-26.38	4	d	3	XC312397
19	Waveform 1	1	26.973766187	27.387736338	1212.2	1818.3	0.4140			4	d	3	XC312397
19	Spectrogram 1	1	26.973766187	27.387736338	1212.2	1818.3	0.4140	1593.750	-14.92	4	d	3	XC312397
20	Waveform 1	1	27.507399585	28.047501267	1242.5	1909.2	0.5401			4	d	3	XC312397
20	Spectrogram 1	1	27.507399585	28.047501267	1242.5	1909.2	0.5401	1687.500	-14.57	4	d	3	XC312397
5	Waveform 1	1	0.993579642	3.018152414	1151.6	1878.9	2.0246			4	t	1	XC312397
5	Spectrogram 1	1	0.993579642	3.018152414	1151.6	1878.9	2.0246	1500.000	-17.08	4	t	1	XC312397
13	Waveform 1	1	13.286929743	15.314736656	1181.9	1878.9	2.0278			4	t	2	XC312397
13	Spectrogram 1	1	13.286929743	15.314736656	1181.9	1878.9	2.0278	1593.750	-15.08	4	t	2	XC312397
21	Waveform 1	1	26.097313757	28.053969551	1181.9	1969.8	1.9567			4	t	3	XC312397
21	Spectrogram 1	1	26.097313757	28.053969551	1181.9	1969.8	1.9567	1687.500	-14.57	4	t	3	XC312397
24	Waveform 1	1	27.397438764	27.504165444	1091.0	2000.1	0.1067			NA	cad	3	XC312397
24	Spectrogram 1	1	27.397438764	27.504165444	1091.0	2000.1	0.1067	1406.250	-31.42	NA	cad	3	XC312397
