Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.474210443	2.552138331	1265.1	1743.8		0.078		4	a	1	ML381022231
1	Spectrogram 1	1	2.474210443	2.552138331	1265.1	1743.8	1636.5	0.078	98.2	4	a	1	ML381022231
2	Waveform 1	1	2.766440023	3.149585472	1025.8	1880.6		0.383		4	d	1	ML381022231
2	Spectrogram 1	1	2.766440023	3.149585472	1025.8	1880.6	1722.7	0.383	117.9	4	d	1	ML381022231
3	Waveform 1	1	3.357393174	3.721056651	854.8	1709.6		0.364		4	d	1	ML381022231
3	Spectrogram 1	1	3.357393174	3.721056651	854.8	1709.6	1464.3	0.364	118.4	4	d	1	ML381022231
4	Waveform 1	1	3.863924446	4.169142007	854.8	1743.8		0.305		4	d	1	ML381022231
4	Spectrogram 1	1	3.863924446	4.169142007	854.8	1743.8	1722.7	0.305	126.2	4	d	1	ML381022231
5	Waveform 1	1	2.461222462	4.169142007	889.0	1880.6		1.708		4	t	1	ML381022231
5	Spectrogram 1	1	2.461222462	4.169142007	889.0	1880.6	1722.7	1.708	126.2	4	t	1	ML381022231
6	Waveform 1	1	2.565126313	2.766440023	889.0	1914.8		0.201		NA	cad	1	ML381022231
6	Spectrogram 1	1	2.565126313	2.766440023	889.0	1914.8	1033.6	0.201	89.2	NA	cad	1	ML381022231
7	Waveform 1	1	3.156079463	3.357393174	889.0	1880.6		0.201		NA	cad	1	ML381022231
7	Spectrogram 1	1	3.156079463	3.357393174	889.0	1880.6	1636.5	0.201	103.2	NA	cad	1	ML381022231
8	Waveform 1	1	3.721056651	3.863924446	854.8	1880.6		0.143		NA	cad	1	ML381022231
8	Spectrogram 1	1	3.721056651	3.863924446	854.8	1880.6	1464.3	0.143	104.1	NA	cad	1	ML381022231
9	Waveform 1	1	54.066626228	54.170530079	1230.9	1812.2		0.104		4	a	2	ML381022231
9	Spectrogram 1	1	54.066626228	54.170530079	1230.9	1812.2	1636.5	0.104	98.3	4	a	2	ML381022231
10	Waveform 1	1	54.378337780	54.767977220	1128.3	1812.2		0.390		4	d	2	ML381022231
10	Spectrogram 1	1	54.378337780	54.767977220	1128.3	1812.2	1636.5	0.390	118.3	4	d	2	ML381022231
11	Waveform 1	1	54.962796940	55.339448399	889.0	1709.6		0.377		4	d	2	ML381022231
11	Spectrogram 1	1	54.962796940	55.339448399	889.0	1709.6	1464.3	0.377	118.7	4	d	2	ML381022231
12	Waveform 1	1	55.469328212	55.794027745	854.8	1949.0		0.325		4	d	2	ML381022231
12	Spectrogram 1	1	55.469328212	55.794027745	854.8	1949.0	1636.5	0.325	125.4	4	d	2	ML381022231
13	Waveform 1	1	54.066626228	55.794027745	820.6	1949.0		1.727		4	t	2	ML381022231
13	Spectrogram 1	1	54.066626228	55.794027745	820.6	1949.0	1636.5	1.727	125.4	4	t	2	ML381022231
14	Waveform 1	1	54.170530079	54.378337780	820.6	1983.2		0.208		NA	cad	2	ML381022231
14	Spectrogram 1	1	54.170530079	54.378337780	820.6	1983.2	1033.6	0.208	82.6	NA	cad	2	ML381022231
15	Waveform 1	1	54.774471211	54.962796940	820.6	1983.2		0.188		NA	cad	2	ML381022231
15	Spectrogram 1	1	54.774471211	54.962796940	820.6	1983.2	1636.5	0.188	98.8	NA	cad	2	ML381022231
16	Waveform 1	1	55.352436380	55.469328212	786.4	1914.8		0.117		NA	cad	2	ML381022231
16	Spectrogram 1	1	55.352436380	55.469328212	786.4	1914.8	1464.3	0.117	100.2	NA	cad	2	ML381022231
17	Waveform 1	1	106.704147234	106.795063103	1265.1	1778.0		0.091		4	a	3	ML381022231
17	Spectrogram 1	1	106.704147234	106.795063103	1265.1	1778.0	1550.4	0.091	98.7	4	a	3	ML381022231
18	Waveform 1	1	106.996376814	107.386016254	1230.9	1846.4		0.390		4	d	3	ML381022231
18	Spectrogram 1	1	106.996376814	107.386016254	1230.9	1846.4	1722.7	0.390	117.2	4	d	3	ML381022231
19	Waveform 1	1	107.587329964	107.950993442	854.8	1709.6		0.364		4	d	3	ML381022231
19	Spectrogram 1	1	107.587329964	107.950993442	854.8	1709.6	1464.3	0.364	118.8	4	d	3	ML381022231
20	Waveform 1	1	108.080873255	108.405572788	923.2	1846.4		0.325		4	d	3	ML381022231
20	Spectrogram 1	1	108.080873255	108.405572788	923.2	1846.4	1636.5	0.325	125.1	4	d	3	ML381022231
21	Waveform 1	1	106.704147234	108.405572788	854.8	1846.4		1.701		4	t	3	ML381022231
21	Spectrogram 1	1	106.704147234	108.405572788	854.8	1846.4	1636.5	1.701	125.1	4	t	3	ML381022231
22	Waveform 1	1	106.808051085	106.996376814	854.8	1812.2		0.188		NA	cad	3	ML381022231
22	Spectrogram 1	1	106.808051085	106.996376814	854.8	1812.2	1033.6	0.188	84.4	NA	cad	3	ML381022231
23	Waveform 1	1	107.392510244	107.587329964	854.8	1846.4		0.195		NA	cad	3	ML381022231
23	Spectrogram 1	1	107.392510244	107.587329964	854.8	1846.4	1636.5	0.195	94.6	NA	cad	3	ML381022231
24	Waveform 1	1	107.950993442	108.080873255	820.6	1846.4		0.130		NA	cad	3	ML381022231
24	Spectrogram 1	1	107.950993442	108.080873255	820.6	1846.4	1550.4	0.130	100.9	NA	cad	3	ML381022231
