Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.157143127	2.230866714	1212.8	1787.2		0.074		4	a	1	ML528465751
1	Spectrogram 1	1	2.157143127	2.230866714	1212.8	1787.2	1593.8	0.074	101.6	4	a	1	ML528465751
2	Waveform 1	1	2.317600347	2.720911739	1212.8	1819.1		0.403		4	d	1	ML528465751
2	Spectrogram 1	1	2.317600347	2.720911739	1212.8	1819.1	1593.8	0.403	122.9	4	d	1	ML528465751
3	Waveform 1	1	2.937745821	3.328047168	702.1	1755.3		0.390		4	d	1	ML528465751
3	Spectrogram 1	1	2.937745821	3.328047168	702.1	1755.3	1406.2	0.390	122.6	4	d	1	ML528465751
4	Waveform 1	1	3.440800890	3.779062058	829.8	1787.2		0.338		4	d	1	ML528465751
4	Spectrogram 1	1	3.440800890	3.779062058	829.8	1787.2	1593.8	0.338	128.6	4	d	1	ML528465751
5	Waveform 1	1	2.152806445	3.779062058	734.0	1787.2		1.626		4	t	1	ML528465751
5	Spectrogram 1	1	2.152806445	3.779062058	734.0	1787.2	1593.8	1.626	128.6	4	t	1	ML528465751
6	Waveform 1	1	2.235203396	2.317600347	638.3	1691.5		0.082		NA	cad	1	ML528465751
6	Spectrogram 1	1	2.235203396	2.317600347	638.3	1691.5	1500.0	0.082	80.6	NA	cad	1	ML528465751
7	Waveform 1	1	2.725248421	2.933409139	734.0	1819.1		0.208		NA	cad	1	ML528465751
7	Spectrogram 1	1	2.725248421	2.933409139	734.0	1819.1	1593.8	0.208	98.2	NA	cad	1	ML528465751
8	Waveform 1	1	3.328047168	3.440800890	734.0	1787.2		0.113		NA	cad	1	ML528465751
8	Spectrogram 1	1	3.328047168	3.440800890	734.0	1787.2	1406.2	0.113	100.2	NA	cad	1	ML528465751
9	Waveform 1	1	57.924861855	58.033278896	1085.1	1755.3		0.108		4	a	2	ML528465751
9	Spectrogram 1	1	57.924861855	58.033278896	1085.1	1755.3	1500.0	0.108	99.6	4	a	2	ML528465751
10	Waveform 1	1	58.124349210	58.505977194	1244.7	1755.3		0.382		4	d	2	ML528465751
10	Spectrogram 1	1	58.124349210	58.505977194	1244.7	1755.3	1593.8	0.382	117.2	4	d	2	ML528465751
11	Waveform 1	1	58.722811276	59.100102578	734.0	1659.6		0.377		4	d	2	ML528465751
11	Spectrogram 1	1	58.722811276	59.100102578	734.0	1659.6	1500.0	0.377	120.9	4	d	2	ML528465751
12	Waveform 1	1	59.221529664	59.551117468	797.9	1787.2		0.330		4	d	2	ML528465751
12	Spectrogram 1	1	59.221529664	59.551117468	797.9	1787.2	1593.8	0.330	125.0	4	d	2	ML528465751
13	Waveform 1	1	57.924861855	59.551117468	734.0	1787.2		1.626		4	t	2	ML528465751
13	Spectrogram 1	1	57.924861855	59.551117468	734.0	1787.2	1593.8	1.626	125.0	4	t	2	ML528465751
14	Waveform 1	1	58.028942214	58.124349210	766.0	1787.2		0.095		NA	cad	2	ML528465751
14	Spectrogram 1	1	58.028942214	58.124349210	766.0	1787.2	1500.0	0.095	83.9	NA	cad	2	ML528465751
15	Waveform 1	1	58.505977194	58.722811276	702.1	1787.2		0.217		NA	cad	2	ML528465751
15	Spectrogram 1	1	58.505977194	58.722811276	702.1	1787.2	1593.8	0.217	99.3	NA	cad	2	ML528465751
16	Waveform 1	1	59.100102578	59.221529664	734.0	1787.2		0.121		NA	cad	2	ML528465751
16	Spectrogram 1	1	59.100102578	59.221529664	734.0	1787.2	1406.2	0.121	99.3	NA	cad	2	ML528465751
17	Waveform 1	1	108.068835016	108.159905330	1244.7	1819.1		0.091		4	a	3	ML528465751
17	Spectrogram 1	1	108.068835016	108.159905330	1244.7	1819.1	1593.8	0.091	100.6	4	a	3	ML528465751
18	Waveform 1	1	108.359392685	108.736683987	1340.4	1787.2		0.377		4	d	3	ML528465751
18	Spectrogram 1	1	108.359392685	108.736683987	1340.4	1787.2	1593.8	0.377	124.7	4	d	3	ML528465751
19	Waveform 1	1	108.936171342	109.326472690	829.8	1755.3		0.390		4	d	3	ML528465751
19	Spectrogram 1	1	108.936171342	109.326472690	829.8	1755.3	1500.0	0.390	126.0	4	d	3	ML528465751
20	Waveform 1	1	109.460909820	109.768814216	734.0	1883.0		0.308		4	d	3	ML528465751
20	Spectrogram 1	1	109.460909820	109.768814216	734.0	1883.0	1593.8	0.308	129.4	4	d	3	ML528465751
21	Waveform 1	1	108.068835016	109.768814216	734.0	1883.0		1.700		4	t	3	ML528465751
21	Spectrogram 1	1	108.068835016	109.768814216	734.0	1883.0	1593.8	1.700	129.4	4	t	3	ML528465751
22	Waveform 1	1	108.159905330	108.359392685	702.1	1883.0		0.199		NA	cad	3	ML528465751
22	Spectrogram 1	1	108.159905330	108.359392685	702.1	1883.0	1500.0	0.199	78.6	NA	cad	3	ML528465751
23	Waveform 1	1	108.741020669	108.936171342	734.0	1883.0		0.195		NA	cad	3	ML528465751
23	Spectrogram 1	1	108.741020669	108.936171342	734.0	1883.0	1593.8	0.195	101.3	NA	cad	3	ML528465751
24	Waveform 1	1	109.330809371	109.460909820	734.0	1883.0		0.130		NA	cad	3	ML528465751
24	Spectrogram 1	1	109.330809371	109.460909820	734.0	1883.0	1500.0	0.130	96.0	NA	cad	3	ML528465751
