Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.572245888	2.964682279	1232.6	1814.7		0.392		3	d	1	ML215584781
1	Spectrogram 1	1	2.572245888	2.964682279	1232.6	1814.7	1636.5	0.392	122.9	3	d	1	ML215584781
2	Waveform 1	1	3.131170445	3.511714824	1198.4	1643.5		0.381		3	d	1	ML215584781
2	Spectrogram 1	1	3.131170445	3.511714824	1198.4	1643.5	1550.4	0.381	122.6	3	d	1	ML215584781
3	Waveform 1	1	3.642526954	3.967575277	992.9	1780.4		0.325		3	d	1	ML215584781
3	Spectrogram 1	1	3.642526954	3.967575277	992.9	1780.4	1636.5	0.325	125.7	3	d	1	ML215584781
4	Waveform 1	1	2.572245888	3.951719262	924.5	1746.2		1.379		3	t	1	ML215584781
4	Spectrogram 1	1	2.572245888	3.951719262	924.5	1746.2	1636.5	1.379	125.7	3	t	1	ML215584781
5	Waveform 1	1	2.972610287	3.127206441	992.9	1814.7		0.155		NA	cad	1	ML215584781
5	Spectrogram 1	1	2.972610287	3.127206441	992.9	1814.7	1636.5	0.155	107.5	NA	cad	1	ML215584781
6	Waveform 1	1	3.507750820	3.642526954	924.5	1814.7		0.135		NA	cad	1	ML215584781
6	Spectrogram 1	1	3.507750820	3.642526954	924.5	1814.7	1464.3	0.135	108.5	NA	cad	1	ML215584781
7	Waveform 1	1	23.561774475	23.851146763	1266.8	1814.7		0.289		3	d	2	ML215584781
7	Spectrogram 1	1	23.561774475	23.851146763	1266.8	1814.7	1722.7	0.289	115.0	3	d	2	ML215584781
8	Waveform 1	1	24.013670925	24.410071319	1027.2	1609.2		0.396		3	d	2	ML215584781
8	Spectrogram 1	1	24.013670925	24.410071319	1027.2	1609.2	1464.3	0.396	119.1	3	d	2	ML215584781
9	Waveform 1	1	24.525027434	24.933319840	1095.7	1814.7		0.408		3	d	2	ML215584781
9	Spectrogram 1	1	24.525027434	24.933319840	1095.7	1814.7	1636.5	0.408	126.2	3	d	2	ML215584781
10	Waveform 1	1	23.561774475	24.937283844	1027.2	1814.7		1.376		3	t	2	ML215584781
10	Spectrogram 1	1	23.561774475	24.937283844	1027.2	1814.7	1636.5	1.376	126.2	3	t	2	ML215584781
11	Waveform 1	1	23.851146763	24.013670925	920.1	1741.9		0.163		NA	cad	2	ML215584781
11	Spectrogram 1	1	23.851146763	24.013670925	920.1	1741.9	1722.7	0.163	96.5	NA	cad	2	ML215584781
12	Waveform 1	1	24.406107315	24.525027434	1027.2	1814.7		0.119		NA	cad	2	ML215584781
12	Spectrogram 1	1	24.406107315	24.525027434	1027.2	1814.7	1464.3	0.119	99.4	NA	cad	2	ML215584781
13	Waveform 1	1	41.189779539	41.495007843	1230.9	1926.7		0.305		3	d	3	ML215584781
13	Spectrogram 1	1	41.189779539	41.495007843	1230.9	1926.7	1808.8	0.305	108.9	3	d	3	ML215584781
14	Waveform 1	1	41.629783978	42.061860408	749.3	1605.6		0.432		3	d	3	ML215584781
14	Spectrogram 1	1	41.629783978	42.061860408	749.3	1605.6	1464.3	0.432	120.3	3	d	3	ML215584781
15	Waveform 1	1	42.180780526	42.636640980	909.8	1873.2		0.456		3	d	3	ML215584781
15	Spectrogram 1	1	42.180780526	42.636640980	909.8	1873.2	1636.5	0.456	124.2	3	d	3	ML215584781
16	Waveform 1	1	41.189779539	42.636640980	749.3	1926.7		1.447		3	d	3	ML215584781
16	Spectrogram 1	1	41.189779539	42.636640980	749.3	1926.7	1636.5	1.447	124.2	3	d	3	ML215584781
17	Waveform 1	1	41.495007843	41.629783978	749.3	1926.7		0.135		NA	cad	3	ML215584781
17	Spectrogram 1	1	41.495007843	41.629783978	749.3	1926.7	1808.8	0.135	94.8	NA	cad	3	ML215584781
18	Waveform 1	1	42.065824412	42.176816522	680.4	1857.8		0.111		NA	cad	3	ML215584781
18	Spectrogram 1	1	42.065824412	42.176816522	680.4	1857.8	1464.3	0.111	101.4	NA	cad	3	ML215584781
