Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	16.894000901	17.296278398	1421.1	1736.8		0.402		3	d	1	ML614804965
1	Spectrogram 1	1	16.894000901	17.296278398	1421.1	1736.8	1593.8	0.402	105.3	3	d	1	ML614804965
2	Waveform 1	1	17.511086770	17.917269873	789.5	1631.6		0.406		3	d	1	ML614804965
2	Spectrogram 1	1	17.511086770	17.917269873	789.5	1631.6	1500.0	0.406	104.6	3	d	1	ML614804965
3	Waveform 1	1	18.053966110	18.397659505	1000.0	1894.7		0.344		3	d	1	ML614804965
3	Spectrogram 1	1	18.053966110	18.397659505	1000.0	1894.7	1593.8	0.344	108.7	3	d	1	ML614804965
4	Waveform 1	1	16.894000901	18.401565111	789.5	1894.7		1.508		3	t	1	ML614804965
4	Spectrogram 1	1	16.894000901	18.401565111	789.5	1894.7	1593.8	1.508	108.7	3	t	1	ML614804965
5	Waveform 1	1	17.300184004	17.511086770	684.2	1789.5		0.211		NA	cad	1	ML614804965
5	Spectrogram 1	1	17.300184004	17.511086770	684.2	1789.5	1406.2	0.211	90.6	NA	cad	1	ML614804965
6	Waveform 1	1	17.917269873	18.053966110	789.5	1894.7		0.137		NA	cad	1	ML614804965
6	Spectrogram 1	1	17.917269873	18.053966110	789.5	1894.7	1500.0	0.137	88.1	NA	cad	1	ML614804965
7	Waveform 1	1	30.431495419	30.853300949	1315.8	1736.8		0.422		4	d	2	ML614804965
7	Spectrogram 1	1	30.431495419	30.853300949	1315.8	1736.8	1593.8	0.422	103.1	4	d	2	ML614804965
8	Waveform 1	1	31.040770074	31.478198031	1052.6	1631.6		0.437		4	d	2	ML614804965
8	Spectrogram 1	1	31.040770074	31.478198031	1052.6	1631.6	1500.0	0.437	105.9	4	d	2	ML614804965
9	Waveform 1	1	31.610988661	31.946870843	1210.5	1894.7		0.336		4	d	2	ML614804965
9	Spectrogram 1	1	31.610988661	31.946870843	1210.5	1894.7	1593.8	0.336	110.0	4	d	2	ML614804965
10	Waveform 1	1	30.431495419	31.939059629	1052.6	2000.0		1.508		4	d	2	ML614804965
10	Spectrogram 1	1	30.431495419	31.939059629	1052.6	2000.0	1593.8	1.508	110.0	4	d	2	ML614804965
11	Waveform 1	1	30.853300949	31.044675681	1052.6	2000.0		0.191		NA	cad	2	ML614804965
11	Spectrogram 1	1	30.853300949	31.044675681	1052.6	2000.0	1218.8	0.191	84.8	NA	cad	2	ML614804965
12	Waveform 1	1	31.478198031	31.603177447	1052.6	2052.6		0.125		NA	cad	2	ML614804965
12	Spectrogram 1	1	31.478198031	31.603177447	1052.6	2052.6	1500.0	0.125	86.1	NA	cad	2	ML614804965
13	Waveform 1	1	43.633737303	44.039920407	1421.1	1736.8		0.406		3	d	3	ML614804965
13	Spectrogram 1	1	43.633737303	44.039920407	1421.1	1736.8	1593.8	0.406	103.8	3	d	3	ML614804965
14	Waveform 1	1	44.243011958	44.672628702	1210.5	1736.8		0.430		3	d	3	ML614804965
14	Spectrogram 1	1	44.243011958	44.672628702	1210.5	1736.8	1500.0	0.430	105.5	3	d	3	ML614804965
15	Waveform 1	1	44.797608118	45.145207120	1105.3	1894.7		0.348		3	d	3	ML614804965
15	Spectrogram 1	1	44.797608118	45.145207120	1105.3	1894.7	1593.8	0.348	108.9	3	d	3	ML614804965
16	Waveform 1	1	43.633737303	45.149112727	1088.1	1865.3		1.515		3	t	3	ML614804965
16	Spectrogram 1	1	43.633737303	45.149112727	1088.1	1865.3	1593.8	1.515	108.9	3	t	3	ML614804965
17	Waveform 1	1	44.051637227	44.239106351	1088.1	1865.3		0.187		NA	cad	3	ML614804965
17	Spectrogram 1	1	44.051637227	44.239106351	1088.1	1865.3	1593.8	0.187	89.0	NA	cad	3	ML614804965
18	Waveform 1	1	44.680439915	44.797608118	1088.1	1865.3		0.117		NA	cad	3	ML614804965
18	Spectrogram 1	1	44.680439915	44.797608118	1088.1	1865.3	1500.0	0.117	87.2	NA	cad	3	ML614804965
