Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	23.829218034	24.397056195	1611.1	1871.0		0.568		3	d	1	ML69012591
1	Spectrogram 1	1	23.829218034	24.397056195	1611.1	1871.0	1722.7	0.568	122.2	3	d	1	ML69012591
2	Waveform 1	1	24.415984134	24.778769626	1403.3	1568.3		0.363		3	d	1	ML69012591
2	Spectrogram 1	1	24.415984134	24.778769626	1403.3	1568.3	1464.3	0.363	119.6	3	d	1	ML69012591
3	Waveform 1	1	24.933347792	25.299287940	1529.3	1750.2		0.366		3	d	1	ML69012591
3	Spectrogram 1	1	24.933347792	25.299287940	1529.3	1750.2	1636.5	0.366	121.4	3	d	1	ML69012591
4	Waveform 1	1	23.829218034	25.302442597	1386.4	1880.1		1.473		3	t	1	ML69012591
4	Spectrogram 1	1	23.829218034	25.302442597	1386.4	1880.1	1722.7	1.473	122.2	3	t	1	ML69012591
5	Waveform 1	1	24.400210851	24.415984134	1373.4	1880.1		0.016		NA	cad	1	ML69012591
5	Spectrogram 1	1	24.400210851	24.415984134	1373.4	1880.1	1722.7	0.016	93.8	NA	cad	1	ML69012591
6	Waveform 1	1	24.778769626	24.933347792	1386.4	1880.1		0.155		NA	cad	1	ML69012591
6	Spectrogram 1	1	24.778769626	24.933347792	1386.4	1880.1	1464.3	0.155	110.8	NA	cad	1	ML69012591
7	Waveform 1	1	58.689540727	58.897748053	1610.7	1850.0		0.208		3	d	2	ML69012591
7	Spectrogram 1	1	58.689540727	58.897748053	1610.7	1850.0	1722.7	0.208	121.8	3	d	2	ML69012591
8	Waveform 1	1	59.005006372	59.377255833	1337.1	1627.8		0.372		3	d	2	ML69012591
8	Spectrogram 1	1	59.005006372	59.377255833	1337.1	1627.8	1464.3	0.372	119.4	3	d	2	ML69012591
9	Waveform 1	1	59.516060717	60.008187124	1525.2	1764.5		0.492		3	d	2	ML69012591
9	Spectrogram 1	1	59.516060717	60.008187124	1525.2	1764.5	1636.5	0.492	121.3	3	d	2	ML69012591
10	Waveform 1	1	58.689540727	60.008187124	1337.1	1850.0		1.319		3	t	2	ML69012591
10	Spectrogram 1	1	58.689540727	60.008187124	1337.1	1850.0	1722.7	1.319	121.8	3	t	2	ML69012591
11	Waveform 1	1	58.907212022	59.005006372	1320.0	1832.9		0.098		3	cad	2	ML69012591
11	Spectrogram 1	1	58.907212022	59.005006372	1320.0	1832.9	1722.7	0.098	101.7	3	cad	2	ML69012591
12	Waveform 1	1	59.383565146	59.516060717	1354.2	1850.0		0.132		3	cad	2	ML69012591
12	Spectrogram 1	1	59.383565146	59.516060717	1354.2	1850.0	1464.3	0.132	108.8	3	cad	2	ML69012591
13	Waveform 1	1	101.818236073	102.152629657	1630.9	1808.1		0.334		3	d	3	ML69012591
13	Spectrogram 1	1	101.818236073	102.152629657	1630.9	1808.1	1722.7	0.334	117.7	3	d	3	ML69012591
14	Waveform 1	1	102.234650725	102.635292094	1389.8	1601.4		0.401		3	d	3	ML69012591
14	Spectrogram 1	1	102.234650725	102.635292094	1389.8	1601.4	1507.3	0.401	116.7	3	d	3	ML69012591
15	Waveform 1	1	102.811952856	103.143191783	1575.4	1778.5		0.331		3	d	3	ML69012591
15	Spectrogram 1	1	102.811952856	103.143191783	1575.4	1778.5	1636.5	0.331	121.6	3	d	3	ML69012591
16	Waveform 1	1	101.818236073	103.143191783	1376.6	1815.1		1.325		3	t	3	ML69012591
16	Spectrogram 1	1	101.818236073	103.143191783	1376.6	1815.1	1636.5	1.325	121.6	3	t	3	ML69012591
17	Waveform 1	1	102.160516298	102.229918740	1358.6	1798.4		0.069		NA	cad	3	ML69012591
17	Spectrogram 1	1	102.160516298	102.229918740	1358.6	1798.4	1722.7	0.069	105.2	NA	cad	3	ML69012591
18	Waveform 1	1	102.640024079	102.807220871	1377.4	1817.1		0.167		NA	cad	3	ML69012591
18	Spectrogram 1	1	102.640024079	102.807220871	1377.4	1817.1	1636.5	0.167	111.6	NA	cad	3	ML69012591
