Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
12	Waveform 1	1	11.288250824	11.688974962	1010.6	1776.2		0.401		4	d	2	ML215054161
12	Spectrogram 1	1	11.288250824	11.688974962	1010.6	1776.2	1550.4	0.401	133.9	4	d	2	ML215054161
5	Waveform 1	1	1.013003466	2.768175193	994.4	1781.9		1.755		4	t	1	ML215054161
5	Spectrogram 1	1	1.013003466	2.768175193	994.4	1781.9	1722.7	1.755	133.9	4	t	1	ML215054161
24	Waveform 1	1	29.038794329	29.220455938	1080.9	1810.5		0.182		4	cad	2	ML215054161
24	Spectrogram 1	1	29.038794329	29.220455938	1080.9	1810.5	1636.5	0.182	95.9	4	cad	2	ML215054161
25	Waveform 1	1	29.642552031	29.802841686	1080.9	1810.5		0.160		4	cad	2	ML215054161
25	Spectrogram 1	1	29.642552031	29.802841686	1080.9	1810.5	1722.7	0.160	105.3	4	cad	2	ML215054161
3	Waveform 1	1	1.881239100	2.255248296	1155.0	1811.2		0.374		4	d	1	ML215054161
3	Spectrogram 1	1	1.881239100	2.255248296	1155.0	1811.2	1550.4	0.374	133.8	4	d	1	ML215054161
18	Waveform 1	1	28.934606053	29.038794329	1216.0	1837.5		0.104		4	a	2	ML215054161
18	Spectrogram 1	1	28.934606053	29.038794329	1216.0	1837.5	1722.7	0.104	116.0	4	a	2	ML215054161
19	Waveform 1	1	29.223127432	29.647895019	1297.1	1837.5		0.425		4	d	2	ML215054161
19	Spectrogram 1	1	29.223127432	29.647895019	1297.1	1837.5	1722.7	0.425	133.6	4	d	2	ML215054161
20	Waveform 1	1	29.802841686	30.200894330	1080.9	1837.5		0.398		4	d	2	ML215054161
20	Spectrogram 1	1	29.802841686	30.200894330	1080.9	1837.5	1550.4	0.398	133.9	4	d	2	ML215054161
23	Waveform 1	1	28.931934558	30.866096400	1080.9	1837.5		1.934		4	t	2	ML215054161
23	Spectrogram 1	1	28.931934558	30.866096400	1080.9	1837.5	1722.7	1.934	133.9	4	t	2	ML215054161
26	Waveform 1	1	30.200894330	30.326454560	1080.9	1837.5		0.126		4	cad	2	ML215054161
26	Spectrogram 1	1	30.200894330	30.326454560	1080.9	1837.5	1550.4	0.126	105.7	4	cad	2	ML215054161
6	Waveform 1	1	1.117191742	1.296181858	1076.2	1837.5		0.179		NA	cad	1	ML215054161
6	Spectrogram 1	1	1.117191742	1.296181858	1076.2	1837.5	1722.7	0.179	90.5	NA	cad	1	ML215054161
2	Waveform 1	1	1.301524846	1.715606456	1312.5	1890.0		0.414		4	d	1	ML215054161
2	Spectrogram 1	1	1.301524846	1.715606456	1312.5	1890.0	1722.7	0.414	133.6	4	d	1	ML215054161
7	Waveform 1	1	1.715606456	1.875896111	1050.0	1890.0		0.160		NA	cad	1	ML215054161
7	Spectrogram 1	1	1.715606456	1.875896111	1050.0	1890.0	1722.7	0.160	105.1	NA	cad	1	ML215054161
8	Waveform 1	1	2.271277261	2.404851974	1102.5	1890.0		0.134		NA	cad	1	ML215054161
8	Spectrogram 1	1	2.271277261	2.404851974	1102.5	1890.0	1464.3	0.134	106.4	NA	cad	1	ML215054161
1	Waveform 1	1	1.013003466	1.117191742	1102.5	1890.0		0.104		4	a	1	ML215054161
1	Spectrogram 1	1	1.013003466	1.117191742	1102.5	1890.0	1636.5	0.104	114.3	4	a	1	ML215054161
4	Waveform 1	1	2.404851974	2.768175193	1260.0	1890.0		0.363		4	d	1	ML215054161
4	Spectrogram 1	1	2.404851974	2.768175193	1260.0	1890.0	1722.7	0.363	133.9	4	d	1	ML215054161
10	Waveform 1	1	10.401314730	10.516188983	1163.7	1898.7		0.115		4	a	2	ML215054161
10	Spectrogram 1	1	10.401314730	10.516188983	1163.7	1898.7	1722.7	0.115	117.8	4	a	2	ML215054161
11	Waveform 1	1	10.711208064	11.127961168	1316.9	1898.7		0.417		4	d	2	ML215054161
11	Spectrogram 1	1	10.711208064	11.127961168	1316.9	1898.7	1722.7	0.417	133.4	4	d	2	ML215054161
13	Waveform 1	1	11.811863698	12.332805078	1255.6	1898.7		0.521		4	d	2	ML215054161
13	Spectrogram 1	1	11.811863698	12.332805078	1255.6	1898.7	1722.7	0.521	133.9	4	d	2	ML215054161
14	Waveform 1	1	10.401314730	12.335476572	1010.6	1898.7		1.934		4	t	2	ML215054161
14	Spectrogram 1	1	10.401314730	12.335476572	1010.6	1898.7	1550.4	1.934	133.9	4	t	2	ML215054161
15	Waveform 1	1	10.513517489	10.705865076	1010.6	1898.7		0.192		NA	cad	2	ML215054161
15	Spectrogram 1	1	10.513517489	10.705865076	1010.6	1898.7	1636.5	0.192	95.7	NA	cad	2	ML215054161
16	Waveform 1	1	11.133304157	11.290922318	1010.6	1898.7		0.158		NA	cad	2	ML215054161
16	Spectrogram 1	1	11.133304157	11.290922318	1010.6	1898.7	1722.7	0.158	106.8	NA	cad	2	ML215054161
17	Waveform 1	1	11.691646456	11.809192204	1010.6	1898.7		0.118		NA	cad	2	ML215054161
17	Spectrogram 1	1	11.691646456	11.809192204	1010.6	1898.7	1464.3	0.118	103.8	NA	cad	2	ML215054161
21	Waveform 1	1	30.329126054	30.866096400	1243.0	1918.6		0.537		4	d	2	ML215054161
21	Spectrogram 1	1	30.329126054	30.866096400	1243.0	1918.6	1722.7	0.537	133.9	4	d	2	ML215054161
