Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	5.666640064	5.820348503	1495.0	1919.3		0.154		3	d	1	ML606407281
1	Spectrogram 1	1	5.666640064	5.820348503	1495.0	1919.3	1687.5	0.154	119.5	3	d	1	ML606407281
2	Waveform 1	1	5.983973617	6.440140599	1333.4	1596.0		0.456		3	d	1	ML606407281
2	Spectrogram 1	1	5.983973617	6.440140599	1333.4	1596.0	1500.0	0.456	115.0	3	d	1	ML606407281
3	Waveform 1	1	6.504598977	6.906224255	1394.0	1919.3		0.402		3	d	1	ML606407281
3	Spectrogram 1	1	6.504598977	6.906224255	1394.0	1919.3	1687.5	0.402	124.0	3	d	1	ML606407281
4	Waveform 1	1	5.666640064	6.911182592	1373.8	1919.3		1.245		3	t	1	ML606407281
4	Spectrogram 1	1	5.666640064	6.911182592	1373.8	1919.3	1687.5	1.245	124.0	3	t	1	ML606407281
5	Waveform 1	1	5.815390167	5.993890290	1373.8	1919.3		0.179		NA	cad	1	ML606407281
5	Spectrogram 1	1	5.815390167	5.993890290	1373.8	1919.3	1687.5	0.179	108.6	NA	cad	1	ML606407281
6	Waveform 1	1	6.440140599	6.509557314	1298.7	1844.2		0.069		NA	cad	1	ML606407281
6	Spectrogram 1	1	6.440140599	6.509557314	1298.7	1844.2	1406.2	0.069	101.9	NA	cad	1	ML606407281
7	Waveform 1	1	29.697227952	29.915394769	1474.8	1939.5		0.218		3	d	2	ML606407281
7	Spectrogram 1	1	29.697227952	29.915394769	1474.8	1939.5	1687.5	0.218	120.8	3	d	2	ML606407281
8	Waveform 1	1	30.059186536	30.485603497	1131.4	1656.7		0.426		3	d	2	ML606407281
8	Spectrogram 1	1	30.059186536	30.485603497	1131.4	1656.7	1500.0	0.426	121.8	3	d	2	ML606407281
9	Waveform 1	1	30.599645243	30.907062122	1197.7	1864.4		0.307		3	d	2	ML606407281
9	Spectrogram 1	1	30.599645243	30.907062122	1197.7	1864.4	1687.5	0.307	126.3	3	d	2	ML606407281
10	Waveform 1	1	29.702186289	30.912020459	1151.6	1919.3		1.210		3	t	2	ML606407281
10	Spectrogram 1	1	29.702186289	30.912020459	1151.6	1919.3	1687.5	1.210	126.3	3	t	2	ML606407281
11	Waveform 1	1	29.925311443	30.054228199	1151.6	1919.3		0.129		NA	cad	2	ML606407281
11	Spectrogram 1	1	29.925311443	30.054228199	1151.6	1919.3	1687.5	0.129	105.4	NA	cad	2	ML606407281
12	Waveform 1	1	30.500478508	30.594686906	1076.5	1844.2		0.094		NA	cad	2	ML606407281
12	Spectrogram 1	1	30.500478508	30.594686906	1076.5	1844.2	1500.0	0.094	105.9	NA	cad	2	ML606407281
13	Waveform 1	1	45.722682972	46.000349831	1414.2	1979.9		0.278		3	d	3	ML606407281
13	Spectrogram 1	1	45.722682972	46.000349831	1414.2	1979.9	1781.2	0.278	124.5	3	d	3	ML606407281
14	Waveform 1	1	46.084641556	46.535850201	1171.8	1737.5		0.451		3	d	3	ML606407281
14	Spectrogram 1	1	46.084641556	46.535850201	1171.8	1737.5	1500.0	0.451	120.7	3	d	3	ML606407281
15	Waveform 1	1	46.610225253	46.962267163	1293.0	1939.5		0.352		3	d	3	ML606407281
15	Spectrogram 1	1	46.610225253	46.962267163	1293.0	1939.5	1687.5	0.352	126.7	3	d	3	ML606407281
16	Waveform 1	1	45.722682972	46.962267163	1192.0	1979.9		1.240		3	t	3	ML606407281
16	Spectrogram 1	1	45.722682972	46.962267163	1192.0	1979.9	1687.5	1.240	126.7	3	t	3	ML606407281
17	Waveform 1	1	46.010266504	46.084641556	1192.0	1959.7		0.074		NA	cad	3	ML606407281
17	Spectrogram 1	1	46.010266504	46.084641556	1192.0	1959.7	1687.5	0.074	100.5	NA	cad	3	ML606407281
18	Waveform 1	1	46.545766875	46.615183589	1096.7	1884.6		0.069		NA	cad	3	ML606407281
18	Spectrogram 1	1	46.545766875	46.615183589	1096.7	1884.6	1500.0	0.069	105.7	NA	cad	3	ML606407281
