Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	3.817138503	4.182148505	1371.0	1885.1		0.365		3	d	1	ML265449341
1	Spectrogram 1	1	3.817138503	4.182148505	1371.0	1885.1	1722.7	0.365	99.7	3	d	1	ML265449341
2	Waveform 1	1	4.349186981	4.782249696	1199.6	1656.6		0.433		3	d	1	ML265449341
2	Spectrogram 1	1	4.349186981	4.782249696	1199.6	1656.6	1464.3	0.433	106.2	3	d	1	ML265449341
3	Waveform 1	1	4.887422070	5.240058852	1085.4	1828.0		0.353		3	d	1	ML265449341
3	Spectrogram 1	1	4.887422070	5.240058852	1085.4	1828.0	1550.4	0.353	106.5	3	d	1	ML265449341
4	Waveform 1	1	3.817138503	5.240058852	1028.2	1885.1		1.423		3	t	1	ML265449341
4	Spectrogram 1	1	3.817138503	5.240058852	1028.2	1885.1	1550.4	1.423	106.5	3	t	1	ML265449341
5	Waveform 1	1	4.188335115	4.349186981	1010.6	1868.1		0.161		NA	cad	1	ML265449341
5	Spectrogram 1	1	4.188335115	4.349186981	1010.6	1868.1	1636.5	0.161	81.2	NA	cad	1	ML265449341
6	Waveform 1	1	4.794622916	4.887422070	1010.6	1868.1		0.093		NA	cad	1	ML265449341
6	Spectrogram 1	1	4.794622916	4.887422070	1010.6	1868.1	1464.3	0.093	73.3	NA	cad	1	ML265449341
7	Waveform 1	1	64.397366954	64.737630516	1243.8	1809.2		0.340		3	d	2	ML265449341
7	Spectrogram 1	1	64.397366954	64.737630516	1243.8	1809.2	1722.7	0.340	103.8	3	d	2	ML265449341
8	Waveform 1	1	64.923228823	65.325358487	1187.3	1639.6		0.402		3	d	2	ML265449341
8	Spectrogram 1	1	64.923228823	65.325358487	1187.3	1639.6	1550.4	0.402	100.6	3	d	2	ML265449341
9	Waveform 1	1	65.461463911	65.795540863	1074.2	1809.2		0.334		3	d	2	ML265449341
9	Spectrogram 1	1	65.461463911	65.795540863	1074.2	1809.2	1636.5	0.334	110.6	3	d	2	ML265449341
10	Waveform 1	1	64.397366954	65.795540863	848.1	1809.2		1.398		3	t	2	ML265449341
10	Spectrogram 1	1	64.397366954	65.795540863	848.1	1809.2	1636.5	1.398	110.6	3	t	2	ML265449341
11	Waveform 1	1	64.743817126	64.917042212	791.5	1752.7		0.173		NA	cad	2	ML265449341
11	Spectrogram 1	1	64.743817126	64.917042212	791.5	1752.7	1722.7	0.173	79.7	NA	cad	2	ML265449341
12	Waveform 1	1	65.337731707	65.461463911	848.1	1809.2		0.124		NA	cad	2	ML265449341
12	Spectrogram 1	1	65.337731707	65.461463911	848.1	1809.2	1378.1	0.124	82.5	NA	cad	2	ML265449341
13	Waveform 1	1	133.316519414	133.706275858	1413.5	1865.8		0.390		3	d	3	ML265449341
13	Spectrogram 1	1	133.316519414	133.706275858	1413.5	1865.8	1722.7	0.390	103.1	3	d	3	ML265449341
14	Waveform 1	1	133.860941113	134.269257388	1187.3	1583.1		0.408		3	d	3	ML265449341
14	Spectrogram 1	1	133.860941113	134.269257388	1187.3	1583.1	1550.4	0.408	100.5	3	d	3	ML265449341
15	Waveform 1	1	134.386802982	134.739439764	1187.3	1865.8		0.353		3	d	3	ML265449341
15	Spectrogram 1	1	134.386802982	134.739439764	1187.3	1865.8	1636.5	0.353	110.7	3	d	3	ML265449341
16	Waveform 1	1	133.316519414	134.739439764	1187.3	1865.8		1.423		3	t	3	ML265449341
16	Spectrogram 1	1	133.316519414	134.739439764	1187.3	1865.8	1636.5	1.423	110.7	3	t	3	ML265449341
17	Waveform 1	1	133.718649078	133.867127724	1187.3	1865.8		0.148		NA	cad	3	ML265449341
17	Spectrogram 1	1	133.718649078	133.867127724	1187.3	1865.8	1378.1	0.148	77.3	NA	cad	3	ML265449341
18	Waveform 1	1	134.281630608	134.386802982	1187.3	1865.8		0.105		NA	cad	3	ML265449341
18	Spectrogram 1	1	134.281630608	134.386802982	1187.3	1865.8	1205.9	0.105	73.8	NA	cad	3	ML265449341
