Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	23.500103979	23.924276193	1470.0	1755.8		0.424		3	d	1	ML168748811
1	Spectrogram 1	1	23.500103979	23.924276193	1470.0	1755.8	1636.5	0.424	105.5	3	d	1	ML168748811
2	Waveform 1	1	24.041195457	24.549658303	1306.7	1653.7		0.508		3	d	1	ML168748811
2	Spectrogram 1	1	24.041195457	24.549658303	1306.7	1653.7	1464.3	0.508	103.9	3	d	1	ML168748811
3	Waveform 1	1	24.574129776	24.922168516	1265.8	1776.2		0.348		3	d	1	ML168748811
3	Spectrogram 1	1	24.574129776	24.922168516	1265.8	1776.2	1636.5	0.348	109.6	3	d	1	ML168748811
4	Waveform 1	1	23.497384926	24.924887569	1286.2	1776.2		1.428		3	t	1	ML168748811
4	Spectrogram 1	1	23.497384926	24.924887569	1286.2	1776.2	1636.5	1.428	109.6	3	t	1	ML168748811
5	Waveform 1	1	23.924276193	24.041195457	1286.2	1776.2		0.117		NA	cad	1	ML168748811
5	Spectrogram 1	1	23.924276193	24.041195457	1286.2	1776.2	1636.5	0.117	83.6	NA	cad	1	ML168748811
6	Waveform 1	1	24.549658303	24.574129776	1265.8	1776.2		0.024		NA	cad	1	ML168748811
6	Spectrogram 1	1	24.549658303	24.574129776	1265.8	1776.2	1464.3	0.024	80.2	NA	cad	1	ML168748811
7	Waveform 1	1	35.136534498	35.517201869	1454.7	1735.4		0.381		3	d	2	ML168748811
7	Spectrogram 1	1	35.136534498	35.517201869	1454.7	1735.4	1636.5	0.381	107.6	3	d	2	ML168748811
8	Waveform 1	1	35.680345028	36.134426821	1327.1	1658.9		0.454		3	d	2	ML168748811
8	Spectrogram 1	1	35.680345028	36.134426821	1327.1	1658.9	1550.4	0.454	104.9	3	d	2	ML168748811
9	Waveform 1	1	36.207841243	36.596665772	1276.0	1786.5		0.389		3	d	2	ML168748811
9	Spectrogram 1	1	36.207841243	36.596665772	1276.0	1786.5	1636.5	0.389	111.1	3	d	2	ML168748811
10	Waveform 1	1	35.136534498	36.599384825	1225.0	1786.5		1.463		3	t	2	ML168748811
10	Spectrogram 1	1	35.136534498	36.599384825	1225.0	1786.5	1636.5	1.463	111.1	3	t	2	ML168748811
11	Waveform 1	1	35.522639974	35.680345028	1225.0	1786.5		0.158		NA	cad	2	ML168748811
11	Spectrogram 1	1	35.522639974	35.680345028	1225.0	1786.5	1636.5	0.158	89.5	NA	cad	2	ML168748811
12	Waveform 1	1	36.139864926	36.207841243	1199.5	1760.9		0.068		NA	cad	2	ML168748811
12	Spectrogram 1	1	36.139864926	36.207841243	1199.5	1760.9	1464.3	0.068	81.3	NA	cad	2	ML168748811
13	Waveform 1	1	43.835453082	44.210682348	1480.2	1760.9		0.375		3	d	3	ML168748811
13	Spectrogram 1	1	43.835453082	44.210682348	1480.2	1760.9	1636.5	0.375	104.3	3	d	3	ML168748811
14	Waveform 1	1	44.349354033	44.795278668	1222.0	1684.4		0.446		3	d	3	ML168748811
14	Spectrogram 1	1	44.349354033	44.795278668	1222.0	1684.4	1464.3	0.446	102.5	3	d	3	ML168748811
15	Waveform 1	1	44.885007406	45.252079514	1209.2	1796.2		0.367		3	d	3	ML168748811
15	Spectrogram 1	1	44.885007406	45.252079514	1209.2	1796.2	1636.5	0.367	109.0	3	d	3	ML168748811
16	Waveform 1	1	43.832734029	45.252079514	1183.7	1783.5		1.419		3	t	3	ML168748811
16	Spectrogram 1	1	43.832734029	45.252079514	1183.7	1783.5	1636.5	1.419	109.0	3	t	3	ML168748811
18	Waveform 1	1	44.213401400	44.349354033	1196.5	1796.2		0.136		cad	cad	3	ML168748811
18	Spectrogram 1	1	44.213401400	44.349354033	1196.5	1796.2	1636.5	0.136	87.8	cad	cad	3	ML168748811
19	Waveform 1	1	44.795278668	44.885007406	1196.5	1796.2		0.090		cad	cad	3	ML168748811
19	Spectrogram 1	1	44.795278668	44.885007406	1196.5	1796.2	1464.3	0.090	89.3	cad	cad	3	ML168748811
