Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	3.471807850	3.879405467	1238.3	1917.4		0.408		3	d	1	ML335305611
1	Spectrogram 1	1	3.471807850	3.879405467	1238.3	1917.4	1722.7	0.408	115.3	3	d	1	ML335305611
2	Waveform 1	1	4.029029909	4.374713964	878.8	1797.6		0.346		3	d	1	ML335305611
2	Spectrogram 1	1	4.029029909	4.374713964	878.8	1797.6	1550.4	0.346	126.4	3	d	1	ML335305611
3	Waveform 1	1	4.508860016	4.808108899	838.9	1917.4		0.299		3	d	1	ML335305611
3	Spectrogram 1	1	4.508860016	4.808108899	838.9	1917.4	1636.5	0.299	125.4	3	d	1	ML335305611
4	Waveform 1	1	3.471807850	4.808108899	759.0	1917.4		1.336		3	t	1	ML335305611
4	Spectrogram 1	1	3.471807850	4.808108899	759.0	1917.4	1550.4	1.336	126.4	3	t	1	ML335305611
5	Waveform 1	1	3.879405467	4.029029909	798.9	1917.4		0.150		NA	cad	1	ML335305611
5	Spectrogram 1	1	3.879405467	4.029029909	798.9	1917.4	1550.4	0.150	105.1	NA	cad	1	ML335305611
6	Waveform 1	1	4.374713964	4.508860016	759.0	1917.4		0.134		NA	cad	1	ML335305611
6	Spectrogram 1	1	4.374713964	4.508860016	759.0	1917.4	1550.4	0.134	108.1	NA	cad	1	ML335305611
7	Waveform 1	1	25.079110687	25.156502640	1328.9	1722.7		0.077		4	a	2	ML335305611
7	Spectrogram 1	1	25.079110687	25.156502640	1328.9	1722.7	1550.4	0.077	101.6	4	a	2	ML335305611
8	Waveform 1	1	25.326764936	25.744681480	1132.0	1968.7		0.418		4	d	2	ML335305611
8	Spectrogram 1	1	25.326764936	25.744681480	1132.0	1968.7	1808.8	0.418	118.6	4	d	2	ML335305611
9	Waveform 1	1	25.904624849	26.281265686	935.2	1771.9		0.377		4	d	2	ML335305611
9	Spectrogram 1	1	25.904624849	26.281265686	935.2	1771.9	1550.4	0.377	125.1	4	d	2	ML335305611
10	Waveform 1	1	26.394773883	26.683703840	935.2	1968.7		0.289		4	d	2	ML335305611
10	Spectrogram 1	1	26.394773883	26.683703840	935.2	1968.7	1722.7	0.289	124.6	4	d	2	ML335305611
11	Waveform 1	1	25.073951224	26.683703840	935.2	1968.7		1.610		4	t	2	ML335305611
11	Spectrogram 1	1	25.073951224	26.683703840	935.2	1968.7	1550.4	1.610	125.1	4	t	2	ML335305611
12	Waveform 1	1	25.161662103	25.321605472	885.9	1968.7		0.160		NA	cad	2	ML335305611
12	Spectrogram 1	1	25.161662103	25.321605472	885.9	1968.7	1119.7	0.160	93.8	NA	cad	2	ML335305611
13	Waveform 1	1	25.744681480	25.899465386	885.9	1968.7		0.155		NA	cad	2	ML335305611
13	Spectrogram 1	1	25.744681480	25.899465386	885.9	1968.7	1722.7	0.155	102.7	NA	cad	2	ML335305611
14	Waveform 1	1	26.281265686	26.394773883	984.4	1968.7		0.114		NA	cad	2	ML335305611
14	Spectrogram 1	1	26.281265686	26.394773883	984.4	1968.7	1550.4	0.114	109.2	NA	cad	2	ML335305611
15	Waveform 1	1	57.943909075	58.320549911	1230.5	1968.7		0.377		3	d	3	ML335305611
15	Spectrogram 1	1	57.943909075	58.320549911	1230.5	1968.7	1722.7	0.377	118.3	3	d	3	ML335305611
16	Waveform 1	1	58.495971671	58.924207142	885.9	1771.9		0.428		3	d	3	ML335305611
16	Spectrogram 1	1	58.495971671	58.924207142	885.9	1771.9	1550.4	0.428	124.5	3	d	3	ML335305611
17	Waveform 1	1	58.996439632	59.331804760	935.2	2018.0		0.335		3	d	3	ML335305611
17	Spectrogram 1	1	58.996439632	59.331804760	935.2	2018.0	1722.7	0.335	127.3	3	d	3	ML335305611
18	Waveform 1	1	57.943909075	59.336964223	935.2	1968.7		1.393		3	t	3	ML335305611
18	Spectrogram 1	1	57.943909075	59.336964223	935.2	1968.7	1722.7	1.393	127.3	3	t	3	ML335305611
19	Waveform 1	1	58.310230984	58.490812207	935.2	1968.7		0.181		NA	cad	3	ML335305611
19	Spectrogram 1	1	58.310230984	58.490812207	935.2	1968.7	1722.7	0.181	105.6	NA	cad	3	ML335305611
20	Waveform 1	1	58.913888215	58.996439632	984.4	1968.7		0.083		NA	cad	3	ML335305611
20	Spectrogram 1	1	58.913888215	58.996439632	984.4	1968.7	1464.3	0.083	114.1	NA	cad	3	ML335305611
