Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	11.023449862	11.485601272	1521.7	1776.6		0.462		3	d	1	ML145137171
1	Spectrogram 1	1	11.023449862	11.485601272	1521.7	1776.6	1636.5	0.462	103.1	3	d	1	ML145137171
2	Waveform 1	1	11.566365596	11.992621750	1334.0	1688.4		0.426		3	d	1	ML145137171
2	Spectrogram 1	1	11.566365596	11.992621750	1334.0	1688.4	1550.4	0.426	102.7	3	d	1	ML145137171
3	Waveform 1	1	12.118255143	12.423364811	1458.4	1750.1		0.305		3	d	1	ML145137171
3	Spectrogram 1	1	12.118255143	12.423364811	1458.4	1750.1	1636.5	0.305	110.2	3	d	1	ML145137171
4	Waveform 1	1	11.018962955	12.427851718	1299.3	1776.6		1.409		3	t	1	ML145137171
4	Spectrogram 1	1	11.018962955	12.427851718	1299.3	1776.6	1636.5	1.409	110.2	3	t	1	ML145137171
5	Waveform 1	1	11.490088178	11.566365596	1272.8	1776.6		0.076		NA	cad	1	ML145137171
5	Spectrogram 1	1	11.490088178	11.566365596	1272.8	1776.6	1636.5	0.076	87.0	NA	cad	1	ML145137171
6	Waveform 1	1	11.997108657	12.118255143	1299.3	1750.1		0.121		NA	cad	1	ML145137171
6	Spectrogram 1	1	11.997108657	12.118255143	1299.3	1750.1	1464.3	0.121	92.0	NA	cad	1	ML145137171
7	Waveform 1	1	23.494992712	23.916761960	1447.8	1744.8		0.422		3	d	2	ML145137171
7	Spectrogram 1	1	23.494992712	23.916761960	1447.8	1744.8	1636.5	0.422	105.5	3	d	2	ML145137171
8	Waveform 1	1	24.037908446	24.491086042	1336.4	1670.5		0.453		3	d	2	ML145137171
8	Spectrogram 1	1	24.037908446	24.491086042	1336.4	1670.5	1464.3	0.453	103.9	3	d	2	ML145137171
9	Waveform 1	1	24.571850366	24.930802917	1373.6	1819.0		0.359		3	d	2	ML145137171
9	Spectrogram 1	1	24.571850366	24.930802917	1373.6	1819.0	1636.5	0.359	109.6	3	d	2	ML145137171
12	Waveform 1	1	23.490505806	24.935289824	1336.4	1819.0		1.445		3	t	2	ML145137171
12	Spectrogram 1	1	23.490505806	24.935289824	1336.4	1819.0	1636.5	1.445	109.6	3	t	2	ML145137171
13	Waveform 1	1	23.916761960	24.028934632	1336.4	1819.0		0.112		NA	cad	2	ML145137171
13	Spectrogram 1	1	23.916761960	24.028934632	1336.4	1819.0	1636.5	0.112	83.6	NA	cad	2	ML145137171
14	Waveform 1	1	24.495572949	24.571850366	1299.3	1819.0		0.076		NA	cad	2	ML145137171
14	Spectrogram 1	1	24.495572949	24.571850366	1299.3	1819.0	1464.3	0.076	90.0	NA	cad	2	ML145137171
15	Waveform 1	1	35.126090696	35.574781385	1485.8	1747.9		0.449		3	d	3	ML145137171
15	Spectrogram 1	1	35.126090696	35.574781385	1485.8	1747.9	1636.5	0.449	107.6	3	d	3	ML145137171
17	Waveform 1	1	35.682467150	36.126670932	1339.0	1696.0		0.444		3	d	3	ML145137171
17	Spectrogram 1	1	35.682467150	36.126670932	1339.0	1696.0	1550.4	0.444	104.9	3	d	3	ML145137171
18	Waveform 1	1	36.198461442	36.543953273	1350.8	1736.7		0.345		3	d	3	ML145137171
18	Spectrogram 1	1	36.198461442	36.543953273	1350.8	1736.7	1636.5	0.345	111.1	3	d	3	ML145137171
19	Waveform 1	1	35.121603789	36.534979459	1331.5	1756.0		1.413		3	t	3	ML145137171
19	Spectrogram 1	1	35.121603789	36.534979459	1331.5	1756.0	1636.5	1.413	111.1	3	t	3	ML145137171
20	Waveform 1	1	35.579268292	35.682467150	1331.5	1756.0		0.103		NA	cad	3	ML145137171
20	Spectrogram 1	1	35.579268292	35.682467150	1331.5	1756.0	1636.5	0.103	86.9	NA	cad	3	ML145137171
21	Waveform 1	1	36.131157839	36.198461442	1331.5	1756.0		0.067		NA	cad	3	ML145137171
21	Spectrogram 1	1	36.131157839	36.198461442	1331.5	1756.0	1464.3	0.067	81.3	NA	cad	3	ML145137171
