Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.815345627	2.975308447	1495.6	1965.7		0.160		4	a	1	ML253740121
1	Spectrogram 1	1	2.815345627	2.975308447	1495.6	1965.7	1808.8	0.160	89.0	4	a	1	ML253740121
2	Waveform 1	1	3.369883402	3.583167161	1581.1	1923.0		0.213		4	d	1	ML253740121
2	Spectrogram 1	1	3.369883402	3.583167161	1581.1	1923.0	1808.8	0.213	110.1	4	d	1	ML253740121
3	Waveform 1	1	3.785786733	4.148369124	769.2	1752.0		0.363		4	d	1	ML253740121
3	Spectrogram 1	1	3.785786733	4.148369124	769.2	1752.0	1550.4	0.363	114.5	4	d	1	ML253740121
4	Waveform 1	1	4.287003568	4.670914335	1239.2	1794.8		0.384		4	d	1	ML253740121
4	Spectrogram 1	1	4.287003568	4.670914335	1239.2	1794.8	1722.7	0.384	121.1	4	d	1	ML253740121
5	Waveform 1	1	2.815345627	4.681578523	749.3	1953.5		1.866		4	t	1	ML253740121
5	Spectrogram 1	1	2.815345627	4.681578523	749.3	1953.5	1808.8	1.866	123.4	4	t	1	ML253740121
6	Waveform 1	1	2.985972635	3.348555026	749.3	1953.5		0.363		NA	cad	1	ML253740121
6	Spectrogram 1	1	2.985972635	3.348555026	749.3	1953.5	1722.7	0.363	92.5	NA	cad	1	ML253740121
7	Waveform 1	1	3.593831349	3.796450921	749.3	1953.5		0.203		NA	cad	1	ML253740121
7	Spectrogram 1	1	3.593831349	3.796450921	749.3	1953.5	1550.4	0.203	99.5	NA	cad	1	ML253740121
8	Waveform 1	1	4.148369124	4.308331944	749.3	1953.5		0.160		NA	cad	1	ML253740121
8	Spectrogram 1	1	4.148369124	4.308331944	749.3	1953.5	1550.4	0.160	106.8	NA	cad	1	ML253740121
9	Waveform 1	1	56.716314126	56.822956005	1272.1	1966.0		0.107		4	a	2	ML253740121
9	Spectrogram 1	1	56.716314126	56.822956005	1272.1	1966.0	1808.8	0.107	87.3	4	a	2	ML253740121
10	Waveform 1	1	57.014911389	57.462807284	1079.4	1966.0		0.448		4	d	2	ML253740121
10	Spectrogram 1	1	57.014911389	57.462807284	1079.4	1966.0	1808.8	0.448	110.8	4	d	2	ML253740121
11	Waveform 1	1	57.622770104	57.985352495	732.4	1773.3		0.363		4	d	2	ML253740121
11	Spectrogram 1	1	57.622770104	57.985352495	732.4	1773.3	1550.4	0.363	111.8	4	d	2	ML253740121
12	Waveform 1	1	58.123986939	58.465240954	771.0	1966.0		0.341		4	d	2	ML253740121
12	Spectrogram 1	1	58.123986939	58.465240954	771.0	1966.0	1722.7	0.341	120.1	4	d	2	ML253740121
13	Waveform 1	1	56.716314126	58.465240954	732.4	1966.0		1.749		4	t	2	ML253740121
13	Spectrogram 1	1	56.716314126	58.465240954	732.4	1966.0	1722.7	1.749	120.1	4	t	2	ML253740121
14	Waveform 1	1	56.844284381	57.014911389	732.4	1966.0		0.171		NA	cad	2	ML253740121
14	Spectrogram 1	1	56.844284381	57.014911389	732.4	1966.0	1808.8	0.171	71.1	NA	cad	2	ML253740121
15	Waveform 1	1	57.484135660	57.622770104	732.4	1966.0		0.139		NA	cad	2	ML253740121
15	Spectrogram 1	1	57.484135660	57.622770104	732.4	1966.0	1808.8	0.139	86.4	NA	cad	2	ML253740121
16	Waveform 1	1	57.996016683	58.123986939	732.4	1966.0		0.128		NA	cad	2	ML253740121
16	Spectrogram 1	1	57.996016683	58.123986939	732.4	1966.0	1550.4	0.128	94.1	NA	cad	2	ML253740121
17	Waveform 1	1	95.065616492	95.182922560	1154.2	2069.7		0.117		4	a	3	ML253740121
17	Spectrogram 1	1	95.065616492	95.182922560	1154.2	2069.7	1808.8	0.117	98.3	4	a	3	ML253740121
18	Waveform 1	1	95.385542132	95.833438027	995.0	1990.1		0.448		4	d	3	ML253740121
18	Spectrogram 1	1	95.385542132	95.833438027	995.0	1990.1	1808.8	0.448	120.0	4	d	3	ML253740121
19	Waveform 1	1	95.982736659	96.345319050	676.6	1830.9		0.363		4	d	3	ML253740121
19	Spectrogram 1	1	95.982736659	96.345319050	676.6	1830.9	1550.4	0.363	118.4	4	d	3	ML253740121
20	Waveform 1	1	96.483953494	96.835871697	636.8	1990.1		0.352		4	d	3	ML253740121
20	Spectrogram 1	1	96.483953494	96.835871697	636.8	1990.1	1808.8	0.352	128.5	4	d	3	ML253740121
21	Waveform 1	1	95.065616492	96.835871697	636.8	2068.9		1.770		4	t	3	ML253740121
21	Spectrogram 1	1	95.065616492	96.835871697	636.8	2068.9	1808.8	1.770	128.5	4	t	3	ML253740121
22	Waveform 1	1	95.204250936	95.385542132	626.1	2068.9		0.181		NA	cad	3	ML253740121
22	Spectrogram 1	1	95.204250936	95.385542132	626.1	2068.9	1550.4	0.181	74.0	NA	cad	3	ML253740121
23	Waveform 1	1	95.865430591	95.982736659	598.9	2068.9		0.117		NA	cad	3	ML253740121
23	Spectrogram 1	1	95.865430591	95.982736659	598.9	2068.9	1722.7	0.117	85.2	NA	cad	3	ML253740121
24	Waveform 1	1	96.355983238	96.483953494	626.1	2068.9		0.128		NA	cad	3	ML253740121
24	Spectrogram 1	1	96.355983238	96.483953494	626.1	2068.9	1464.3	0.128	91.2	NA	cad	3	ML253740121
