Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	1.730306599	2.129238399	941.2	1882.3		0.399		3	d	1	ML391643061
1	Spectrogram 1	1	1.730306599	2.129238399	941.2	1882.3	1636.5	0.399	111.7	3	d	1	ML391643061
2	Waveform 1	1	2.263817801	2.638717564	851.5	1792.7		0.375		3	d	1	ML391643061
2	Spectrogram 1	1	2.263817801	2.638717564	851.5	1792.7	1550.4	0.375	123.0	3	d	1	ML391643061
3	Waveform 1	1	2.710813672	3.162615951	941.2	1837.5		0.452		3	d	1	ML391643061
3	Spectrogram 1	1	2.710813672	3.162615951	941.2	1837.5	1722.7	0.452	123.8	3	d	1	ML391643061
4	Waveform 1	1	1.730306599	3.167422358	738.8	1724.8		1.437		3	t	1	ML391643061
4	Spectrogram 1	1	1.730306599	3.167422358	738.8	1724.8	1722.7	1.437	123.8	3	t	1	ML391643061
5	Waveform 1	1	2.138851213	2.268624208	941.2	1882.3		0.130		NA	cad	1	ML391643061
5	Spectrogram 1	1	2.138851213	2.268624208	941.2	1882.3	1636.5	0.130	105.5	NA	cad	1	ML391643061
6	Waveform 1	1	2.643523971	2.706007265	1030.8	1837.5		0.062		NA	cad	1	ML391643061
6	Spectrogram 1	1	2.643523971	2.706007265	1030.8	1837.5	1464.3	0.062	106.7	NA	cad	1	ML391643061
11	Waveform 1	1	49.454354513	49.834060683	795.3	1810.1		0.380		3	d	2	ML391643061
11	Spectrogram 1	1	49.454354513	49.834060683	795.3	1810.1	1636.5	0.380	122.5	3	d	2	ML391643061
12	Waveform 1	1	49.980656104	50.369975088	685.6	1837.5		0.389		3	d	2	ML391643061
12	Spectrogram 1	1	49.980656104	50.369975088	685.6	1837.5	1550.4	0.389	128.7	3	d	2	ML391643061
13	Waveform 1	1	50.425248771	50.747278055	905.0	1892.4		0.322		3	d	2	ML391643061
13	Spectrogram 1	1	50.425248771	50.747278055	905.0	1892.4	1636.5	0.322	126.8	3	d	2	ML391643061
14	Waveform 1	1	49.451951309	50.747278055	685.6	1892.4		1.295		3	t	2	ML391643061
14	Spectrogram 1	1	49.451951309	50.747278055	685.6	1892.4	1550.4	1.295	128.7	3	t	2	ML391643061
15	Waveform 1	1	49.831657480	49.980656104	636.4	1815.7		0.149		NA	cad	2	ML391643061
15	Spectrogram 1	1	49.831657480	49.980656104	636.4	1815.7	1636.5	0.149	103.0	NA	cad	2	ML391643061
16	Waveform 1	1	50.372378292	50.427651975	685.6	1892.4		0.055		NA	cad	2	ML391643061
16	Spectrogram 1	1	50.372378292	50.427651975	685.6	1892.4	1550.4	0.055	105.7	NA	cad	2	ML391643061
17	Waveform 1	1	77.737229220	77.806922124	514.6	1400.5		0.070		4	a	3	ML391643061
17	Spectrogram 1	1	77.737229220	77.806922124	514.6	1400.5	1378.1	0.070	103.2	4	a	3	ML391643061
18	Waveform 1	1	78.011194431	78.398110213	885.9	1870.3		0.387		4	d	3	ML391643061
18	Spectrogram 1	1	78.011194431	78.398110213	885.9	1870.3	1636.5	0.387	120.1	4	d	3	ML391643061
19	Waveform 1	1	78.532689615	78.909992581	787.5	1821.1		0.377		4	d	3	ML391643061
19	Spectrogram 1	1	78.532689615	78.909992581	787.5	1821.1	1636.5	0.377	126.7	4	d	3	ML391643061
20	Waveform 1	1	78.979685486	79.335359620	935.2	1870.3		0.356		4	d	3	ML391643061
20	Spectrogram 1	1	78.979685486	79.335359620	935.2	1870.3	1636.5	0.356	126.6	4	d	3	ML391643061
21	Waveform 1	1	77.731694690	79.334631497	639.8	1870.3		1.603		4	t	3	ML391643061
21	Spectrogram 1	1	77.731694690	79.334631497	639.8	1870.3	1636.5	1.603	126.7	4	t	3	ML391643061
22	Waveform 1	1	77.811000409	78.010466308	639.8	1870.3		0.199		NA	cad	3	ML391643061
22	Spectrogram 1	1	77.811000409	78.010466308	639.8	1870.3	1378.1	0.199	88.7	NA	cad	3	ML391643061
23	Waveform 1	1	78.402188497	78.529558288	689.1	1870.3		0.127		NA	cad	3	ML391643061
23	Spectrogram 1	1	78.402188497	78.529558288	689.1	1870.3	1636.5	0.127	102.1	NA	cad	3	ML391643061
24	Waveform 1	1	78.909264458	78.978957363	689.1	1870.3		0.070		NA	cad	3	ML391643061
24	Spectrogram 1	1	78.909264458	78.978957363	689.1	1870.3	1464.3	0.070	109.9	NA	cad	3	ML391643061
