Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	2.642921621	2.987942503	1550.9	1945.1	0.3450			4	a	1	XC211072
1	Spectrogram 1	1	2.642921621	2.987942503	1550.9	1945.1	0.3450	1722.656	-36.80	4	a	1	XC211072
2	Waveform 1	1	3.212373563	3.584192183	1266.2	1660.4	0.3718			3	d	1	XC211072
2	Spectrogram 1	1	3.212373563	3.584192183	1266.2	1660.4	0.3718	1464.258	-41.28	3	d	1	XC211072
3	Waveform 1	1	3.701432289	4.029704585	1353.8	1879.4	0.3283			3	d	1	XC211072
3	Spectrogram 1	1	3.701432289	4.029704585	1353.8	1879.4	0.3283	1636.523	-31.39	3	d	1	XC211072
4	Waveform 1	1	2.639571904	4.029704585	1244.3	1988.9	1.3901			4	t	1	XC211072
4	Spectrogram 1	1	2.639571904	4.029704585	1244.3	1988.9	1.3901	1636.523	-31.39	4	t	1	XC211072
5	Waveform 1	1	2.981243069	3.205674128	1222.4	1923.2	0.2244			NA	cad	1	XC211072
5	Spectrogram 1	1	2.981243069	3.205674128	1222.4	1923.2	0.2244	1722.656	-57.56	NA	cad	1	XC211072
6	Waveform 1	1	3.584192183	3.701432289	1178.6	1923.2	0.1172			NA	cad	1	XC211072
6	Spectrogram 1	1	3.584192183	3.701432289	1178.6	1923.2	0.1172	1550.391	-60.31	NA	cad	1	XC211072
7	Waveform 1	1	13.574580909	13.993295572	1485.2	1923.2	0.4187			3	d	2	XC211072
7	Spectrogram 1	1	13.574580909	13.993295572	1485.2	1923.2	0.4187	1722.656	-39.76	3	d	2	XC211072
8	Waveform 1	1	14.130633982	14.425409105	1310.0	1726.1	0.2948			3	d	2	XC211072
8	Spectrogram 1	1	14.130633982	14.425409105	1310.0	1726.1	0.2948	1464.258	-39.31	3	d	2	XC211072
9	Waveform 1	1	14.609643556	14.917817548	1419.5	1857.5	0.3082			3	d	2	XC211072
9	Spectrogram 1	1	14.609643556	14.917817548	1419.5	1857.5	0.3082	1636.523	-34.85	3	d	2	XC211072
10	Waveform 1	1	13.581280344	14.921167266	1288.1	1988.9	1.3399			3	t	2	XC211072
10	Spectrogram 1	1	13.581280344	14.921167266	1288.1	1988.9	1.3399	1636.523	-34.85	3	t	2	XC211072
11	Waveform 1	1	13.996645290	14.123934547	1244.3	1967.0	0.1273			NA	cad	2	XC211072
11	Spectrogram 1	1	13.996645290	14.123934547	1244.3	1967.0	0.1273	1550.391	-61.82	NA	cad	2	XC211072
12	Waveform 1	1	14.432108539	14.612993274	1266.2	2010.8	0.1809			NA	cad	2	XC211072
12	Spectrogram 1	1	14.432108539	14.612993274	1266.2	2010.8	0.1809	1464.258	-55.77	NA	cad	2	XC211072
13	Waveform 1	1	20.096093338	20.230082030	1529.0	1813.7	0.1340			3	d	3	XC211072
13	Spectrogram 1	1	20.096093338	20.230082030	1529.0	1813.7	0.1340	1722.656	-51.86	3	d	3	XC211072
14	Waveform 1	1	20.434414786	20.752637930	1310.0	1726.1	0.3182			3	d	3	XC211072
14	Spectrogram 1	1	20.434414786	20.752637930	1310.0	1726.1	0.3182	1636.523	-54.28	3	d	3	XC211072
15	Waveform 1	1	20.933522664	21.194800614	1310.0	1901.3	0.2613			3	d	3	XC211072
15	Spectrogram 1	1	20.933522664	21.194800614	1310.0	1901.3	0.2613	1722.656	-46.78	3	d	3	XC211072
16	Waveform 1	1	20.092743621	21.191450896	1288.1	1813.7	1.0987			3	t	3	XC211072
16	Spectrogram 1	1	20.092743621	21.191450896	1288.1	1813.7	1.0987	1722.656	-46.78	3	t	3	XC211072
17	Waveform 1	1	20.233431748	20.434414786	1266.2	1769.9	0.2010			NA	cad	3	XC211072
17	Spectrogram 1	1	20.233431748	20.434414786	1266.2	1769.9	0.2010	1722.656	-67.33	NA	cad	3	XC211072
18	Waveform 1	1	20.752637930	20.926823229	1200.5	1769.9	0.1742			NA	cad	3	XC211072
18	Spectrogram 1	1	20.752637930	20.926823229	1200.5	1769.9	0.1742	1464.258	-67.53	NA	cad	3	XC211072
