Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	9.466682677	9.561721756	1250.0	2000.0		0.095		4	a	1	ML472770151
1	Spectrogram 1	1	9.466682677	9.561721756	1250.0	2000.0	1687.5	0.095	88.5	4	a	1	ML472770151
2	Waveform 1	1	9.794999494	10.339314217	1375.0	2000.0		0.544		4	d	1	ML472770151
2	Spectrogram 1	1	9.794999494	10.339314217	1375.0	2000.0	1781.2	0.544	117.2	4	d	1	ML472770151
3	Waveform 1	1	10.451633128	10.995947851	1187.5	1875.0		0.544		4	d	1	ML472770151
3	Spectrogram 1	1	10.451633128	10.995947851	1187.5	1875.0	1500.0	0.544	117.0	4	d	1	ML472770151
4	Waveform 1	1	11.073707097	11.566182323	1000.0	1812.5		0.492		4	d	1	ML472770151
4	Spectrogram 1	1	11.073707097	11.566182323	1000.0	1812.5	1687.5	0.492	124.1	4	d	1	ML472770151
5	Waveform 1	1	9.466682677	11.566182323	796.6	1796.6		2.099		4	t	1	ML472770151
5	Spectrogram 1	1	9.466682677	11.566182323	796.6	1796.6	1687.5	2.099	124.1	4	t	1	ML472770151
6	Waveform 1	1	9.570361672	9.794999494	1000.0	2000.0		0.225		NA	cad	1	ML472770151
6	Spectrogram 1	1	9.570361672	9.794999494	1000.0	2000.0	1781.2	0.225	72.5	NA	cad	1	ML472770151
7	Waveform 1	1	10.339314217	10.442993212	1000.0	2000.0		0.104		NA	cad	1	ML472770151
7	Spectrogram 1	1	10.339314217	10.442993212	1000.0	2000.0	1781.2	0.104	87.0	NA	cad	1	ML472770151
8	Waveform 1	1	11.004587767	11.073707097	1000.0	2000.0		0.069		NA	cad	1	ML472770151
8	Spectrogram 1	1	11.004587767	11.073707097	1000.0	2000.0	1593.8	0.069	86.2	NA	cad	1	ML472770151
9	Waveform 1	1	21.299435575	21.420394402	1157.9	2105.3		0.121		4	a	2	ML472770151
9	Spectrogram 1	1	21.299435575	21.420394402	1157.9	2105.3	1687.5	0.121	89.1	4	a	2	ML472770151
10	Waveform 1	1	21.627752392	22.154787283	954.5	1796.6		0.527		4	d	2	ML472770151
10	Spectrogram 1	1	21.627752392	22.154787283	954.5	1796.6	1781.2	0.527	119.2	4	d	2	ML472770151
11	Waveform 1	1	22.293025942	22.785501168	1473.7	1894.7		0.492		4	d	2	ML472770151
11	Spectrogram 1	1	22.293025942	22.785501168	1473.7	1894.7	1500.0	0.492	114.5	4	d	2	ML472770151
12	Waveform 1	1	22.906459995	23.286616310	1052.6	2000.0		0.380		4	d	2	ML472770151
12	Spectrogram 1	1	22.906459995	23.286616310	1052.6	2000.0	1687.5	0.380	124.5	4	d	2	ML472770151
13	Waveform 1	1	21.299435575	23.286616310	1058.8	2105.3		1.987		4	t	2	ML472770151
13	Spectrogram 1	1	21.299435575	23.286616310	1058.8	2105.3	1687.5	1.987	124.5	4	t	2	ML472770151
14	Waveform 1	1	21.420394402	21.619112476	1000.0	2089.6		0.199		NA	cad	2	ML472770151
14	Spectrogram 1	1	21.420394402	21.619112476	1000.0	2089.6	1687.5	0.199	75.2	NA	cad	2	ML472770151
15	Waveform 1	1	22.163427199	22.293025942	957.1	1957.1		0.130		NA	cad	2	ML472770151
15	Spectrogram 1	1	22.163427199	22.293025942	957.1	1957.1	1781.2	0.130	94.6	NA	cad	2	ML472770151
16	Waveform 1	1	22.794141084	22.897820079	1058.8	2058.8		0.104		NA	cad	2	ML472770151
16	Spectrogram 1	1	22.794141084	22.897820079	1058.8	2058.8	1593.8	0.104	94.7	NA	cad	2	ML472770151
17	Waveform 1	1	40.146718015	40.276316759	1176.5	1823.5		0.130		4	a	3	ML472770151
17	Spectrogram 1	1	40.146718015	40.276316759	1176.5	1823.5	1593.8	0.130	90.0	4	a	3	ML472770151
18	Waveform 1	1	40.302236507	40.708312570	1411.8	1941.2		0.406		4	d	3	ML472770151
18	Spectrogram 1	1	40.302236507	40.708312570	1411.8	1941.2	1781.2	0.406	101.2	4	d	3	ML472770151
19	Waveform 1	1	40.872470979	41.218067629	1294.1	1823.5		0.346		4	d	3	ML472770151
19	Spectrogram 1	1	40.872470979	41.218067629	1294.1	1823.5	1593.8	0.346	112.8	4	d	3	ML472770151
20	Waveform 1	1	41.425425618	41.684623105	1294.1	1941.2		0.259		4	d	3	ML472770151
20	Spectrogram 1	1	41.425425618	41.684623105	1294.1	1941.2	1687.5	0.259	112.8	4	d	3	ML472770151
21	Waveform 1	1	40.146718015	41.684623105	1176.5	1941.2		1.538		4	t	3	ML472770151
21	Spectrogram 1	1	40.146718015	41.684623105	1176.5	1941.2	1687.5	1.538	112.8	4	t	3	ML472770151
22	Waveform 1	1	40.276316759	40.310876424	1149.7	1940.1		0.035		NA	cad	3	ML472770151
22	Spectrogram 1	1	40.276316759	40.310876424	1149.7	1940.1	1687.5	0.035	88.0	NA	cad	3	ML472770151
23	Waveform 1	1	40.708312570	40.855191147	1149.7	1940.1		0.147		NA	cad	3	ML472770151
23	Spectrogram 1	1	40.708312570	40.855191147	1149.7	1940.1	1781.2	0.147	88.4	NA	cad	3	ML472770151
24	Waveform 1	1	41.226707545	41.425425618	1149.7	1940.1		0.199		NA	cad	3	ML472770151
24	Spectrogram 1	1	41.226707545	41.425425618	1149.7	1940.1	1593.8	0.199	95.6	NA	cad	3	ML472770151
