Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	5.008735997	5.110054317	1235.7	1812.4		0.101		4	a	1	ML590839041
1	Spectrogram 1	1	5.008735997	5.110054317	1235.7	1812.4	1687.5	0.101	94.6	4	a	1	ML590839041
2	Waveform 1	1	5.318023499	5.701966606	1318.1	1894.8		0.384		4	d	1	ML590839041
2	Spectrogram 1	1	5.318023499	5.701966606	1318.1	1894.8	1687.5	0.384	116.7	4	d	1	ML590839041
3	Waveform 1	1	5.909935788	6.368534499	617.9	1606.4		0.459		4	d	1	ML590839041
3	Spectrogram 1	1	5.909935788	6.368534499	617.9	1606.4	1406.2	0.459	112.5	4	d	1	ML590839041
4	Waveform 1	1	6.491182991	6.816468123	906.2	1688.8		0.325		4	d	1	ML590839041
4	Spectrogram 1	1	6.491182991	6.816468123	906.2	1688.8	1593.8	0.325	123.1	4	d	1	ML590839041
5	Waveform 1	1	5.008735997	6.816468123	617.9	1894.8		1.808		4	t	1	ML590839041
5	Spectrogram 1	1	5.008735997	6.816468123	617.9	1894.8	1593.8	1.808	123.1	4	t	1	ML590839041
6	Waveform 1	1	5.110054317	5.318023499	617.9	1894.8		0.208		NA	cad	1	ML590839041
6	Spectrogram 1	1	5.110054317	5.318023499	617.9	1894.8	656.2	0.208	82.0	NA	cad	1	ML590839041
7	Waveform 1	1	5.712631692	5.899270702	535.5	1812.4		0.187		NA	cad	1	ML590839041
7	Spectrogram 1	1	5.712631692	5.899270702	535.5	1812.4	1687.5	0.187	91.9	NA	cad	1	ML590839041
8	Waveform 1	1	6.373867042	6.485850448	617.9	1894.8		0.112		NA	cad	1	ML590839041
8	Spectrogram 1	1	6.373867042	6.485850448	617.9	1894.8	1406.2	0.112	87.9	NA	cad	1	ML590839041
9	Waveform 1	1	192.787259205	192.909907697	1153.3	1936.0		0.123		4	a	2	ML590839041
9	Spectrogram 1	1	192.787259205	192.909907697	1153.3	1936.0	1781.2	0.123	90.7	4	a	2	ML590839041
10	Waveform 1	1	193.128541966	193.512485072	1112.1	1936.0		0.384		4	d	2	ML590839041
10	Spectrogram 1	1	193.128541966	193.512485072	1112.1	1936.0	1687.5	0.384	114.2	4	d	2	ML590839041
11	Waveform 1	1	193.715121712	194.184385508	865.0	1771.2		0.469		4	d	2	ML590839041
11	Spectrogram 1	1	193.715121712	194.184385508	865.0	1771.2	1406.2	0.469	119.0	4	d	2	ML590839041
12	Waveform 1	1	194.307034001	194.632319132	823.8	1771.2		0.325		4	d	2	ML590839041
12	Spectrogram 1	1	194.307034001	194.632319132	823.8	1771.2	1593.8	0.325	120.5	4	d	2	ML590839041
13	Waveform 1	1	192.781926661	194.632319132	782.6	1977.2		1.850		4	t	2	ML590839041
13	Spectrogram 1	1	192.781926661	194.632319132	782.6	1977.2	1593.8	1.850	120.5	4	t	2	ML590839041
14	Waveform 1	1	192.915240240	193.128541966	782.6	1977.2		0.213		NA	cad	2	ML590839041
14	Spectrogram 1	1	192.915240240	193.128541966	782.6	1977.2	843.8	0.213	74.1	NA	cad	2	ML590839041
15	Waveform 1	1	193.517817615	193.704456625	782.6	2018.3		0.187		NA	cad	2	ML590839041
15	Spectrogram 1	1	193.517817615	193.704456625	782.6	2018.3	1593.8	0.187	86.8	NA	cad	2	ML590839041
16	Waveform 1	1	194.195050595	194.312366544	782.6	1977.2		0.117		NA	cad	2	ML590839041
16	Spectrogram 1	1	194.195050595	194.312366544	782.6	1977.2	1406.2	0.117	104.1	NA	cad	2	ML590839041
17	Waveform 1	1	440.511847565	440.634496057	1112.1	1977.2		0.123		4	a	3	ML590839041
17	Spectrogram 1	1	440.511847565	440.634496057	1112.1	1977.2	1781.2	0.123	86.9	4	a	3	ML590839041
18	Waveform 1	1	440.842465240	441.237073432	1029.8	1977.2		0.395		4	d	3	ML590839041
18	Spectrogram 1	1	440.842465240	441.237073432	1029.8	1977.2	1593.8	0.395	110.8	4	d	3	ML590839041
19	Waveform 1	1	441.445042615	441.887643696	535.5	1688.8		0.443		4	d	3	ML590839041
19	Spectrogram 1	1	441.445042615	441.887643696	535.5	1688.8	1406.2	0.443	109.2	4	d	3	ML590839041
20	Waveform 1	1	442.031622361	442.372905122	741.4	1730.0		0.341		4	d	3	ML590839041
20	Spectrogram 1	1	442.031622361	442.372905122	741.4	1730.0	1593.8	0.341	113.1	4	d	3	ML590839041
21	Waveform 1	1	440.511847565	442.372905122	576.7	1936.0		1.861		4	t	3	ML590839041
21	Spectrogram 1	1	440.511847565	442.372905122	576.7	1936.0	1593.8	1.861	113.1	4	t	3	ML590839041
22	Waveform 1	1	440.645161143	440.837132697	576.7	1936.0		0.192		NA	cad	3	ML590839041
22	Spectrogram 1	1	440.645161143	440.837132697	576.7	1936.0	656.2	0.192	68.7	NA	cad	3	ML590839041
23	Waveform 1	1	441.242405975	441.434377529	494.3	1936.0		0.192		NA	cad	3	ML590839041
23	Spectrogram 1	1	441.242405975	441.434377529	494.3	1936.0	1593.8	0.192	86.9	NA	cad	3	ML590839041
24	Waveform 1	1	441.892976239	442.026289818	576.7	1894.8		0.133		NA	cad	3	ML590839041
24	Spectrogram 1	1	441.892976239	442.026289818	576.7	1894.8	1687.5	0.133	82.3	NA	cad	3	ML590839041
