Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	1.740958853	1.990210458	1549.5	1863.1	0.2493			3	d	1	XC469911
1	Spectrogram 1	1	1.740958853	1.990210458	1549.5	1863.1	0.2493	1687.500	-33.75	3	d	1	XC469911
2	Waveform 1	1	2.171764095	2.427170060	1401.9	1807.7	0.2554			3	d	1	XC469911
2	Spectrogram 1	1	2.171764095	2.427170060	1401.9	1807.7	0.2554	1593.750	-30.70	3	d	1	XC469911
3	Waveform 1	1	2.719502189	2.959522253	1531.0	1918.4	0.2400			3	d	1	XC469911
3	Spectrogram 1	1	2.719502189	2.959522253	1531.0	1918.4	0.2400	1687.500	-27.41	3	d	1	XC469911
4	Waveform 1	1	1.737881673	2.965676613	1420.4	1918.4	1.2278			3	t	1	XC469911
4	Spectrogram 1	1	1.737881673	2.965676613	1420.4	1918.4	1.2278	1687.500	-27.41	3	t	1	XC469911
5	Waveform 1	1	1.987133277	2.168686915	1420.4	1900.0	0.1816			NA	cad	1	XC469911
5	Spectrogram 1	1	1.987133277	2.168686915	1420.4	1900.0	0.1816	1687.500	-50.12	NA	cad	1	XC469911
6	Waveform 1	1	2.430247241	2.713347829	1438.8	1881.5	0.2831			NA	cad	1	XC469911
6	Spectrogram 1	1	2.430247241	2.713347829	1438.8	1881.5	0.2831	1500.000	-41.33	NA	cad	1	XC469911
7	Waveform 1	1	13.456196262	13.760837112	1512.6	1881.5	0.3046			3	d	2	XC469911
7	Spectrogram 1	1	13.456196262	13.760837112	1512.6	1881.5	0.3046	1687.500	-35.35	3	d	2	XC469911
8	Waveform 1	1	13.862384062	14.237800059	1365.0	1807.7	0.3754			3	d	2	XC469911
8	Spectrogram 1	1	13.862384062	14.237800059	1365.0	1807.7	0.3754	1593.750	-35.99	3	d	2	XC469911
9	Waveform 1	1	14.422430877	14.914779726	1457.3	1918.4	0.4923			3	d	2	XC469911
9	Spectrogram 1	1	14.422430877	14.914779726	1457.3	1918.4	0.4923	1687.500	-30.77	3	d	2	XC469911
10	Waveform 1	1	13.453119082	14.911702545	1346.6	1918.4	1.4586			3	t	2	XC469911
10	Spectrogram 1	1	13.453119082	14.911702545	1346.6	1918.4	1.4586	1687.500	-30.77	3	t	2	XC469911
11	Waveform 1	1	13.757759932	13.859306882	1383.5	1881.5	0.1015			NA	cad	2	XC469911
11	Spectrogram 1	1	13.757759932	13.859306882	1383.5	1881.5	0.1015	1687.500	-51.45	NA	cad	2	XC469911
12	Waveform 1	1	14.240877239	14.422430877	1365.0	1918.4	0.1816			NA	cad	2	XC469911
12	Spectrogram 1	1	14.240877239	14.422430877	1365.0	1918.4	0.1816	1500.000	-42.79	NA	cad	2	XC469911
13	Waveform 1	1	27.657873841	27.947128789	1549.5	1918.4	0.2893			3	d	3	XC469911
13	Spectrogram 1	1	27.657873841	27.947128789	1549.5	1918.4	0.2893	1781.250	-37.68	3	d	3	XC469911
14	Waveform 1	1	28.085601903	28.547178948	1401.9	1789.3	0.4616			3	d	3	XC469911
14	Spectrogram 1	1	28.085601903	28.547178948	1401.9	1789.3	0.4616	1593.750	-37.07	3	d	3	XC469911
15	Waveform 1	1	28.624108456	28.965675469	1475.7	1992.2	0.3416			3	d	3	XC469911
15	Spectrogram 1	1	28.624108456	28.965675469	1475.7	1992.2	0.3416	1781.250	-31.59	3	d	3	XC469911
16	Waveform 1	1	27.654796660	28.965675469	1383.5	1973.8	1.3109			3	t	3	XC469911
16	Spectrogram 1	1	27.654796660	28.965675469	1383.5	1973.8	1.3109	1781.250	-31.59	3	t	3	XC469911
17	Waveform 1	1	27.947128789	28.085601903	1383.5	1936.9	0.1385			NA	cad	3	XC469911
17	Spectrogram 1	1	27.947128789	28.085601903	1383.5	1936.9	0.1385	1593.750	-45.19	NA	cad	3	XC469911
18	Waveform 1	1	28.553333309	28.627185636	1383.5	1955.3	0.0739			NA	cad	3	XC469911
18	Spectrogram 1	1	28.553333309	28.627185636	1383.5	1955.3	0.0739	1593.750	-47.59	NA	cad	3	XC469911
