Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Delta Time (s)	Max Power (dB)	total elementos	tipo de nota	canto	nombre archivo
1	Waveform 1	1	1.348254639	1.641543798	1371.9	1930.8		0.293		3	d	1	ML612592373
1	Spectrogram 1	1	1.348254639	1.641543798	1371.9	1930.8	1687.5	0.293	95.1	3	d	1	ML612592373
2	Waveform 1	1	1.812264353	2.289406416	1219.4	1676.7		0.477		3	d	1	ML612592373
2	Spectrogram 1	1	1.812264353	2.289406416	1219.4	1676.7	1500.0	0.477	99.2	3	d	1	ML612592373
3	Waveform 1	1	2.359445618	2.735906329	1020.7	1528.8		0.376		3	d	1	ML612592373
3	Spectrogram 1	1	2.359445618	2.735906329	1020.7	1528.8	1500.0	0.376	99.5	3	d	1	ML612592373
4	Waveform 1	1	1.348254639	2.735906329	1168.6	1930.8		1.388		3	t	1	ML612592373
4	Spectrogram 1	1	1.348254639	2.735906329	1168.6	1930.8	1593.8	1.388	104.1	3	t	1	ML612592373
5	Waveform 1	1	1.650298698	1.816641803	919.1	1681.2		0.166		NA	cad	1	ML612592373
5	Spectrogram 1	1	1.650298698	1.816641803	919.1	1681.2	1500.0	0.166	68.8	NA	cad	1	ML612592373
6	Waveform 1	1	2.293783866	2.355068168	1168.6	1930.8		0.061		NA	cad	1	ML612592373
6	Spectrogram 1	1	2.293783866	2.355068168	1168.6	1930.8	1500.0	0.061	73.8	NA	cad	1	ML612592373
7	Waveform 1	1	8.478518714	8.693013770	1559.3	1921.9		0.214		3	d	2	ML612592373
7	Spectrogram 1	1	8.478518714	8.693013770	1559.3	1921.9	1781.2	0.214	90.6	3	d	2	ML612592373
8	Waveform 1	1	8.863734325	9.279592087	1341.7	1595.5		0.416		3	d	2	ML612592373
8	Spectrogram 1	1	8.863734325	9.279592087	1341.7	1595.5	1500.0	0.416	102.8	3	d	2	ML612592373
9	Waveform 1	1	9.424047941	9.813641002	1157.6	1556.4		0.390		3	d	2	ML612592373
9	Spectrogram 1	1	9.424047941	9.813641002	1157.6	1556.4	1500.0	0.390	94.9	3	d	2	ML612592373
10	Waveform 1	1	8.478518714	9.818018452	1341.7	1921.9		1.339		3	t	2	ML612592373
10	Spectrogram 1	1	8.478518714	9.818018452	1341.7	1921.9	1500.0	1.339	102.8	3	t	2	ML612592373
11	Waveform 1	1	8.688636320	8.850601974	1341.7	1921.9		0.162		NA	cad	2	ML612592373
11	Spectrogram 1	1	8.688636320	8.850601974	1341.7	1921.9	1500.0	0.162	72.6	NA	cad	2	ML612592373
12	Waveform 1	1	9.275214637	9.424047941	1341.7	1921.9		0.149		NA	cad	2	ML612592373
12	Spectrogram 1	1	9.275214637	9.424047941	1341.7	1921.9	1500.0	0.149	89.6	NA	cad	2	ML612592373
13	Waveform 1	1	23.388205291	23.615832698	1523.0	1885.6		0.228		3	d	3	ML612592373
13	Spectrogram 1	1	23.388205291	23.615832698	1523.0	1885.6	1687.5	0.228	103.7	3	d	3	ML612592373
14	Waveform 1	1	23.790930703	24.228675716	686.2	1483.9		0.438		3	d	3	ML612592373
14	Spectrogram 1	1	23.790930703	24.228675716	686.2	1483.9	1406.2	0.438	98.6	3	d	3	ML612592373
15	Waveform 1	1	24.355621769	24.749592281	1305.4	1849.4		0.394		3	d	3	ML612592373
15	Spectrogram 1	1	24.355621769	24.749592281	1305.4	1849.4	1687.5	0.394	109.3	3	d	3	ML612592373
16	Waveform 1	1	23.392582741	24.749592281	906.5	1885.6		1.357		3	t	3	ML612592373
16	Spectrogram 1	1	23.392582741	24.749592281	906.5	1885.6	1687.5	1.357	109.3	3	t	3	ML612592373
17	Waveform 1	1	23.602700348	23.786553253	796.3	1775.4		0.184		NA	cad	3	ML612592373
17	Spectrogram 1	1	23.602700348	23.786553253	796.3	1775.4	1687.5	0.184	87.1	NA	cad	3	ML612592373
18	Waveform 1	1	24.233053166	24.355621769	906.5	1885.6		0.123		NA	cad	3	ML612592373
18	Spectrogram 1	1	24.233053166	24.355621769	906.5	1885.6	1500.0	0.123	81.3	NA	cad	3	ML612592373
