ID,year,temperature,precipitation,max_temp,min_temp,elevation,date,region,low_freq_hz,high_freq_hz,delta_time_s,peak_freq_hz,total_elements,note,singing
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1199.6,1656.6,0.433,1464.3,3,d,1
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1085.4,1828,0.353,1550.4,3,d,1
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1243.8,1809.2,0.34,1722.7,3,d,2
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1187.3,1639.6,0.402,1550.4,3,d,2
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1074.2,1809.2,0.334,1636.5,3,d,2
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1028.2,1885.1,1.423,1550.4,3,t,1
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1413.5,1865.8,0.39,1722.7,3,d,3
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1187.3,1583.1,0.408,1550.4,3,d,3
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1187.3,1865.8,0.353,1636.5,3,d,3
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,848.1,1809.2,1.398,1636.5,3,t,2
ML265449341,2020,13.43587576,1.2355298,13.18482839,12.45137219,2753.991943,2020-08-21,Boyaca,1187.3,1865.8,1.423,1636.5,3,t,3
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1278.4,1777,0.351,1550.4,3,d,1
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1278.4,1822.3,1.574,1550.4,3,t,1
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1395.1,1808.5,0.372,1550.4,3,d,2
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1278.4,1595.7,0.449,1464.3,3,d,1
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1277,1808.5,0.336,1550.4,3,d,2
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1237.6,1769.2,1.559,1550.4,3,t,2
ML302220931,2021,16.66689762,4.313406809,15.66220614,14.88372722,1300.969971,2021-01-26,Quindio,1434.5,1788.9,0.38,1550.4,3,d,3
